institution,year,rank,score
60008691,2008,2085,1
60008691,2009,2176,1
60008691,2010,1855,2
60008691,2011,1924,2
60008691,2012,2015,2
60008691,2013,2543,1
60008691,2014,2623,1
60008691,2015,2723,1
60008691,2016,2778,1
60008691,2017,2336,2
60008691,2018,2410,2
60008691,2019,2154,3
60008691,2020,2003,4
60008705,2020,3168,1
60008721,1995,868,1
60008721,1996,1086,1
60008721,1997,1226,1
60008721,1998,1367,1
60008721,1999,1426,1
60008721,2005,1759,1
60008721,2006,1857,1
60008721,2007,1963,1
60008721,2008,2085,1
60008721,2009,1800,2
60008721,2010,2287,1
60008721,2011,2363,1
60008721,2012,2446,1
60008721,2013,2543,1
60008721,2014,2623,1
60008721,2015,2723,1
60008721,2016,2778,1
60008721,2017,2831,1
60008721,2018,2944,1
60008721,2019,2476,2
60008721,2020,2219,3
60008724,1994,34,44
60008724,1995,36,78
60008724,1996,37,117
60008724,1997,40,154
60008724,1998,38,209
60008724,1999,37,210
60008724,2000,38,213
60008724,2001,37,230
60008724,2002,36,247
60008724,2003,35,271
60008724,2004,36,287
60008724,2005,29,351
60008724,2006,28,383
60008724,2007,26,432
60008724,2008,25,476
60008724,2009,22,527
60008724,2010,24,524
60008724,2011,22,577
60008724,2012,21,596
60008724,2013,19,609
60008724,2014,19,638
60008724,2015,19,663
60008724,2016,20,642
60008724,2017,21,644
60008724,2018,20,639
60008724,2019,20,619
60008724,2020,20,645
60008727,2006,1857,1
60008727,2007,1631,2
60008727,2008,1728,2
60008727,2009,1800,2
60008727,2010,1855,2
60008727,2011,1924,2
60008727,2012,2446,1
60008727,2013,2091,2
60008727,2014,1686,4
60008727,2015,1604,5
60008727,2016,1653,5
60008727,2017,1570,6
60008727,2018,1728,5
60008727,2019,1769,5
60008727,2020,1688,6
60008734,1994,103,15
60008734,1995,128,24
60008734,1996,126,40
60008734,1997,121,60
60008734,1998,108,86
60008734,1999,107,94
60008734,2000,87,116
60008734,2001,83,124
60008734,2002,84,127
60008734,2003,81,135
60008734,2004,82,144
60008734,2005,88,147
60008734,2006,84,158
60008734,2007,85,178
60008734,2008,84,189
60008734,2009,82,202
60008734,2010,79,212
60008734,2011,82,216
60008734,2012,79,237
60008734,2013,83,237
60008734,2014,82,254
60008734,2015,78,260
60008734,2016,72,276
60008734,2017,83,265
60008734,2018,78,274
60008734,2019,81,269
60008734,2020,79,285
60008740,2010,2287,1
60008740,2011,2363,1
60008740,2012,2446,1
60008740,2013,2543,1
60008740,2014,2623,1
60008740,2018,2944,1
60008740,2019,3037,1
60008740,2020,3168,1
60008757,2004,1694,1
60008757,2005,1759,1
60008757,2006,1543,2
60008757,2007,1631,2
60008757,2008,1728,2
60008757,2009,2176,1
60008757,2010,2287,1
60008757,2012,2446,1
60008757,2013,2543,1
60008757,2014,2623,1
60008757,2015,2723,1
60008757,2016,2778,1
60008779,2015,2723,1
60008779,2016,2778,1
60008779,2017,2336,2
60008779,2018,2410,2
60008779,2019,2476,2
60008779,2020,3168,1
60008781,2007,1963,1
60008781,2008,1728,2
60008781,2009,1800,2
60008781,2010,1461,4
60008781,2011,1291,6
60008781,2012,1251,7
60008781,2013,1151,9
60008781,2014,1045,12
60008781,2015,1064,12
60008781,2016,969,15
60008781,2017,880,19
60008781,2018,866,20
60008781,2019,862,21
60008781,2020,823,24
60008783,1994,618,1
60008783,1995,868,1
60008783,1996,1086,1
60008783,1997,1226,1
60008783,1998,1367,1
60008783,1999,1164,2
60008783,2000,1213,2
60008783,2001,961,4
60008783,2002,1007,4
60008783,2003,959,5
60008783,2004,926,6
60008783,2005,793,9
60008783,2006,850,9
60008783,2007,820,11
60008783,2008,739,15
60008783,2009,691,18
60008783,2010,745,18
60008783,2011,747,19
60008783,2012,738,21
60008783,2013,813,18
60008783,2014,961,14
60008783,2015,955,15
60008783,2016,936,16
60008783,2017,955,16
60008783,2018,820,22
60008783,2019,796,24
60008783,2020,844,23
60008786,2012,2015,2
60008786,2013,2091,2
60008786,2014,2166,2
60008786,2015,2258,2
60008786,2016,2290,2
60008786,2017,2336,2
60008786,2018,2410,2
60008786,2019,2476,2
60008786,2020,2568,2
60008802,2001,1531,1
60008802,2002,1581,1
60008802,2003,1627,1
60008802,2004,1694,1
60008802,2005,1759,1
60008826,2010,1616,3
60008826,2011,1517,4
60008826,2012,1587,4
60008826,2013,1495,5
60008826,2014,1534,5
60008826,2015,2258,2
60008826,2016,2290,2
60008826,2017,2336,2
60008826,2018,2944,1
60008826,2019,3037,1
60008826,2020,3168,1
60008827,1994,618,1
60008827,1995,868,1
60008827,1996,575,5
60008827,1997,445,12
60008827,1998,399,19
60008827,1999,402,20
60008827,2000,371,25
60008827,2001,363,27
60008827,2002,363,28
60008827,2003,378,29
60008827,2004,325,39
60008827,2005,314,44
60008827,2006,346,42
60008827,2007,357,43
60008827,2008,387,42
60008827,2009,376,47
60008827,2010,378,49
60008827,2011,358,54
60008827,2012,340,60
60008827,2013,336,65
60008827,2014,340,68
60008827,2015,329,73
60008827,2016,328,77
60008827,2017,330,79
60008827,2018,344,78
60008827,2019,376,72
60008827,2020,441,64
60008877,1994,270,5
60008877,1995,304,9
60008877,1996,355,12
60008877,1997,312,21
60008877,1998,268,34
60008877,1999,256,38
60008877,2000,238,45
60008877,2001,201,55
60008877,2002,193,59
60008877,2003,224,56
60008877,2004,227,60
60008877,2005,238,62
60008877,2006,272,57
60008877,2007,277,59
60008877,2008,274,64
60008877,2009,299,62
60008877,2010,290,70
60008877,2011,268,76
60008877,2012,268,81
60008877,2013,258,87
60008877,2014,237,101
60008877,2015,270,91
60008877,2016,293,86
60008877,2017,323,80
60008877,2018,376,72
60008877,2019,443,60
60008877,2020,432,66
60008881,2011,2363,1
60008881,2012,2446,1
60008881,2013,2543,1
60008881,2014,2623,1
60008881,2015,2723,1
60008898,2010,2287,1
60008898,2011,2363,1
60008898,2012,2446,1
60008898,2013,2543,1
60008898,2014,2623,1
60008898,2017,2831,1
60008898,2018,2106,3
60008898,2019,2154,3
60008898,2020,2003,4
60008906,2006,1543,2
60008906,2007,1631,2
60008906,2008,1728,2
60008906,2009,1800,2
60008906,2010,1855,2
60008920,2018,2944,1
60008920,2019,3037,1
60008920,2020,3168,1
60008924,1995,868,1
60008924,1996,728,3
60008924,1997,633,6
60008924,1998,540,11
60008924,1999,402,20
60008924,2000,378,24
60008924,2001,363,27
60008924,2002,363,28
60008924,2003,333,35
60008924,2004,341,37
60008924,2005,300,46
60008924,2006,310,48
60008924,2007,299,54
60008924,2008,302,58
60008924,2009,321,57
60008924,2010,348,54
60008924,2011,321,63
60008924,2012,292,72
60008924,2013,281,81
60008924,2014,256,94
60008924,2015,228,112
60008924,2016,220,119
60008924,2017,198,134
60008924,2018,198,134
60008924,2019,195,138
60008924,2020,219,133
60008928,1994,618,1
60008928,1995,868,1
60008928,1996,1086,1
60008928,1997,1226,1
60008928,1998,1121,2
60008928,1999,1164,2
60008928,2000,1058,3
60008928,2001,670,9
60008928,2002,523,15
60008928,2003,485,19
60008928,2004,463,22
60008928,2005,427,28
60008928,2006,468,26
60008928,2007,484,27
60008928,2008,510,27
60008928,2009,512,30
60008928,2010,512,32
60008928,2011,431,42
60008928,2012,444,44
60008928,2013,421,50
60008928,2014,419,52
60008928,2015,462,49
60008928,2016,524,42
60008928,2017,540,42
60008928,2018,546,43
60008928,2019,494,52
60008928,2020,424,67
60008931,1998,1367,1
60008931,1999,1426,1
60008931,2000,1481,1
60008931,2001,1531,1
60008931,2002,1581,1
60008931,2003,1627,1
60008931,2004,1231,3
60008931,2005,1284,3
60008931,2006,1243,4
60008931,2007,1297,4
60008931,2008,1249,5
60008931,2009,1572,3
60008931,2010,1616,3
60008931,2011,1924,2
60008931,2012,2015,2
60008931,2013,1641,4
60008931,2014,1431,6
60008931,2015,1395,7
60008931,2016,1424,7
60008931,2017,1365,8
60008931,2018,1890,4
60008931,2019,1938,4
60008931,2020,1815,5
60008932,2019,3037,1
60008932,2020,3168,1
60008935,2012,2015,2
60008935,2013,2091,2
60008935,2014,2166,2
60008935,2015,2258,2
60008935,2016,2290,2
60008935,2019,2476,2
60008935,2020,1815,5
60008936,1994,473,2
60008936,1995,584,3
60008936,1996,489,7
60008936,1997,542,8
60008936,1998,517,12
60008936,1999,558,11
60008936,2000,563,12
60008936,2001,575,12
60008936,2002,599,12
60008936,2003,686,10
60008936,2004,602,14
60008936,2005,625,14
60008936,2006,712,13
60008936,2007,596,19
60008936,2008,670,17
60008936,2009,655,20
60008936,2010,533,30
60008936,2011,505,35
60008936,2012,496,38
60008936,2013,421,50
60008936,2014,389,57
60008936,2015,359,67
60008936,2016,346,72
60008936,2017,323,80
60008936,2018,282,96
60008936,2019,259,107
60008936,2020,260,111
60008943,1998,1367,1
60008943,1999,1426,1
60008943,2000,1481,1
60008943,2001,1531,1
60008943,2002,1288,2
60008943,2003,1627,1
60008943,2004,1694,1
60008943,2005,1759,1
60008943,2006,1857,1
60008943,2011,2363,1
60008943,2012,2446,1
60008943,2013,1814,3
60008943,2014,1534,5
60008943,2015,1494,6
60008943,2016,1535,6
60008943,2017,1286,9
60008943,2018,1333,9
60008943,2019,1364,9
60008943,2020,1492,8
60008944,2007,1963,1
60008944,2008,2085,1
60008944,2009,2176,1
60008944,2010,1855,2
60008944,2011,1924,2
60008944,2012,2446,1
60008944,2013,2543,1
60008944,2014,2623,1
60008944,2018,2944,1
60008944,2019,3037,1
60008944,2020,3168,1
60008950,1994,78,22
60008950,1995,63,52
60008950,1996,65,80
60008950,1997,60,114
60008950,1998,59,145
60008950,1999,61,153
60008950,2000,62,156
60008950,2001,65,155
60008950,2002,65,158
60008950,2003,59,176
60008950,2004,53,203
60008950,2005,54,218
60008950,2006,53,237
60008950,2007,55,246
60008950,2008,61,240
60008950,2009,69,227
60008950,2010,81,211
60008950,2011,100,192
60008950,2012,111,185
60008950,2013,129,176
60008950,2014,135,175
60008950,2015,129,188
60008950,2016,109,219
60008950,2017,106,223
60008950,2018,103,234
60008950,2019,108,233
60008950,2020,108,239
60008953,2001,1531,1
60008953,2002,1581,1
60008953,2003,1627,1
60008953,2004,1421,2
60008953,2005,1474,2
60008953,2006,1857,1
60008953,2007,1631,2
60008953,2008,1488,3
60008953,2009,1800,2
60008953,2010,1855,2
60008953,2011,1924,2
60008953,2012,2446,1
60008953,2014,2623,1
60008953,2015,2258,2
60008953,2016,2013,3
60008953,2017,2054,3
60008953,2018,1890,4
60008953,2019,1938,4
60008953,2020,2003,4
60008972,2008,2085,1
60008972,2009,1800,2
60008972,2010,1855,2
60008972,2011,1924,2
60008972,2012,2015,2
60008972,2013,2543,1
60008972,2019,2476,2
60008972,2020,2568,2
60008988,1995,868,1
60008988,1996,858,2
60008988,1997,857,3
60008988,1998,590,9
60008988,1999,558,11
60008988,2000,587,11
60008988,2001,575,12
60008988,2002,621,11
60008988,2003,886,6
60008988,2004,1110,4
60008988,2005,1284,3
60008988,2006,1857,1
60008988,2007,1963,1
60008988,2010,2287,1
60008988,2011,2363,1
60008988,2012,2015,2
60008988,2013,2091,2
60008988,2014,1891,3
60008988,2015,1975,3
60008988,2016,2013,3
60008988,2017,2336,2
60008988,2018,2410,2
60008988,2019,3037,1
60008991,2000,1481,1
60008991,2001,1252,2
60008991,2002,780,7
60008991,2003,686,10
60008991,2004,647,12
60008991,2005,685,12
60008991,2006,675,14
60008991,2007,865,10
60008991,2008,1017,8
60008991,2009,873,12
60008991,2010,769,17
60008991,2011,842,15
60008991,2012,783,19
60008991,2013,667,26
60008991,2014,624,30
60008991,2015,572,36
60008991,2016,541,41
60008991,2017,494,48
60008991,2018,541,44
60008991,2019,572,41
60008991,2020,634,37
60009011,1999,1426,1
60009011,2000,1213,2
60009011,2001,1252,2
60009011,2002,1288,2
60009011,2003,1341,2
60009011,2004,1694,1
60009011,2006,1857,1
60009011,2007,1963,1
60009011,2008,2085,1
60009011,2009,2176,1
60009011,2010,2287,1
60009011,2011,2363,1
60009011,2012,2446,1
60009011,2013,2543,1
60009011,2014,2623,1
60009011,2015,2723,1
60009013,1999,1426,1
60009013,2000,1481,1
60009013,2001,1531,1
60009013,2002,1581,1
60009013,2003,1627,1
60009013,2004,1694,1
60009013,2005,1759,1
60009013,2006,1857,1
60009013,2007,1963,1
60009013,2008,2085,1
60009013,2009,2176,1
60009013,2010,2287,1
60009013,2011,1924,2
60009013,2012,2015,2
60009013,2013,2091,2
60009013,2014,2623,1
60009013,2015,2723,1
60009013,2018,2944,1
60009013,2019,3037,1
60009013,2020,2568,2
60009016,1994,164,9
60009016,1995,192,16
60009016,1996,191,28
60009016,1997,169,44
60009016,1998,166,58
60009016,1999,164,61
60009016,2000,151,71
60009016,2001,165,67
60009016,2002,180,63
60009016,2003,186,66
60009016,2004,227,60
60009016,2005,247,57
60009016,2006,247,63
60009016,2007,268,62
60009016,2008,283,62
60009016,2009,258,73
60009016,2010,301,67
60009016,2011,319,64
60009016,2012,315,67
60009016,2013,356,61
60009016,2014,403,55
60009016,2015,414,57
60009016,2016,447,54
60009016,2017,480,50
60009016,2018,475,52
60009016,2019,522,48
60009016,2020,522,50
60009024,2007,1963,1
60009024,2008,2085,1
60009024,2009,2176,1
60009024,2010,2287,1
60009024,2011,2363,1
60009034,2010,2287,1
60009034,2011,2363,1
60009034,2012,2446,1
60009034,2013,2543,1
60009034,2014,2623,1
60009034,2015,2723,1
60009034,2016,2778,1
60009034,2017,2831,1
60009034,2018,2944,1
60009034,2019,3037,1
60009043,2006,1543,2
60009043,2007,908,9
60009043,2008,670,17
60009043,2009,540,27
60009043,2010,462,36
60009043,2011,412,44
60009043,2012,423,47
60009043,2013,437,48
60009043,2014,389,57
60009043,2015,411,58
60009043,2016,436,56
60009043,2017,455,54
60009043,2018,498,49
60009043,2019,628,35
60009043,2020,753,28
60009044,2014,2166,2
60009044,2015,1975,3
60009044,2016,2013,3
60009044,2017,2054,3
60009044,2018,2106,3
60009044,2019,3037,1
60009057,2019,3037,1
60009057,2020,3168,1
60009060,1996,858,2
60009060,1997,765,4
60009060,1998,725,6
60009060,1999,708,7
60009060,2000,730,7
60009060,2001,875,5
60009060,2002,1129,3
60009060,2003,1341,2
60009060,2004,1231,3
60009060,2005,908,7
60009060,2006,963,7
60009060,2007,908,9
60009060,2008,967,9
60009060,2009,1060,8
60009060,2010,1342,5
60009060,2011,1291,6
60009060,2012,1444,5
60009060,2013,1220,8
60009060,2014,1203,9
60009060,2015,1124,11
60009060,2016,1146,11
60009060,2017,1156,11
60009060,2018,1511,7
60009060,2019,1448,8
60009060,2020,1333,10
60009064,1994,618,1
60009064,1995,868,1
60009064,1996,1086,1
60009064,1997,1226,1
60009064,1998,1121,2
60009064,1999,1426,1
60009064,2000,1481,1
60009064,2001,1252,2
60009064,2002,1129,3
60009064,2003,1168,3
60009064,2004,1110,4
60009064,2005,1051,5
60009064,2006,1243,4
60009064,2007,1297,4
60009064,2008,1488,3
60009064,2009,1800,2
60009064,2010,2287,1
60009064,2011,2363,1
60009064,2014,1891,3
60009064,2015,1604,5
60009064,2016,1535,6
60009064,2017,1225,10
60009064,2018,1202,11
60009064,2019,1292,10
60009064,2020,1408,9
60009072,2012,2446,1
60009072,2013,2543,1
60009072,2014,2166,2
60009072,2015,2258,2
60009072,2016,2290,2
60009072,2017,2831,1
60009072,2018,2944,1
60009072,2019,3037,1
60009072,2020,3168,1
60009076,2010,2287,1
60009076,2011,2363,1
60009076,2012,2446,1
60009076,2013,2543,1
60009076,2014,2623,1
60009081,1995,868,1
60009081,1996,1086,1
60009081,1997,1226,1
60009081,1998,1367,1
60009081,1999,1426,1
60009081,2000,1481,1
60009081,2001,1531,1
60009081,2002,1581,1
60009081,2003,1627,1
60009081,2004,1694,1
60009081,2018,2944,1
60009081,2019,3037,1
60009081,2020,2568,2
60009086,1997,1226,1
60009086,1998,1367,1
60009086,1999,1426,1
60009086,2000,1481,1
60009086,2001,1531,1
60009086,2011,2363,1
60009086,2012,2446,1
60009086,2013,2543,1
60009086,2014,2623,1
60009086,2015,2723,1
60009089,1999,1007,3
60009089,2000,938,4
60009089,2001,875,5
60009089,2002,911,5
60009089,2003,959,5
60009089,2004,1231,3
60009089,2005,1474,2
60009089,2006,1543,2
60009089,2007,1631,2
60009089,2008,1728,2
60009089,2009,1410,4
60009089,2010,1169,7
60009089,2011,1215,7
60009089,2012,1073,10
60009089,2013,968,13
60009089,2014,927,15
60009089,2015,980,14
60009089,2016,907,17
60009089,2017,984,15
60009089,2018,1035,14
60009089,2019,1229,11
60009089,2020,1277,11
60009091,2005,1759,1
60009091,2006,1857,1
60009091,2007,1963,1
60009091,2008,2085,1
60009091,2009,2176,1
60009091,2010,2287,1
60009091,2011,1924,2
60009091,2012,2015,2
60009091,2013,2091,2
60009091,2014,2166,2
60009091,2015,2723,1
60009106,2011,1674,3
60009106,2012,1766,3
60009106,2013,1814,3
60009106,2014,1891,3
60009106,2015,1975,3
60009116,2009,2176,1
60009116,2010,2287,1
60009116,2011,2363,1
60009116,2012,2446,1
60009116,2013,2543,1
60009116,2019,3037,1
60009116,2020,3168,1
60009128,2009,2176,1
60009128,2010,2287,1
60009128,2011,2363,1
60009128,2012,2446,1
60009128,2013,2543,1
60009160,2017,2831,1
60009160,2018,2410,2
60009160,2019,2154,3
60009160,2020,2003,4
60009164,2004,1421,2
60009164,2005,1051,5
60009164,2006,812,10
60009164,2007,744,13
60009164,2008,548,24
60009164,2009,578,25
60009164,2010,545,29
60009164,2011,538,32
60009164,2012,486,39
60009164,2013,524,38
60009164,2014,443,50
60009164,2015,432,54
60009164,2016,436,56
60009164,2017,407,62
60009164,2018,378,71
60009164,2019,376,72
60009164,2020,339,85
60009201,2011,2363,1
60009201,2012,2015,2
60009201,2013,1814,3
60009201,2014,1891,3
60009201,2015,1975,3
60009201,2016,2290,2
60009201,2017,2831,1
60009220,2002,1581,1
60009220,2003,1627,1
60009220,2004,1694,1
60009220,2005,1759,1
60009220,2006,1857,1
60009220,2018,2944,1
60009220,2019,3037,1
60009220,2020,3168,1
60009222,1996,1086,1
60009222,1997,1226,1
60009222,1998,1367,1
60009222,1999,1426,1
60009222,2000,1481,1
60009222,2004,1694,1
60009222,2005,1759,1
60009222,2006,1857,1
60009222,2007,1963,1
60009222,2008,1728,2
60009222,2009,2176,1
60009222,2010,2287,1
60009222,2011,2363,1
60009222,2012,2446,1
60009222,2016,2290,2
60009222,2017,2336,2
60009222,2018,2410,2
60009222,2019,2476,2
60009222,2020,2568,2
60009226,1994,164,9
60009226,1995,162,19
60009226,1996,126,40
60009226,1997,124,59
60009226,1998,125,77
60009226,1999,128,79
60009226,2000,124,86
60009226,2001,146,76
60009226,2002,162,71
60009226,2003,168,73
60009226,2004,167,81
60009226,2005,167,86
60009226,2006,159,98
60009226,2007,148,112
60009226,2008,163,110
60009226,2009,166,115
60009226,2010,169,120
60009226,2011,170,122
60009226,2012,182,121
60009226,2013,168,137
60009226,2014,169,139
60009226,2015,166,143
60009226,2016,177,142
60009226,2017,167,154
60009226,2018,151,167
60009226,2019,142,179
60009226,2020,128,201
60009236,2002,1581,1
60009236,2003,1627,1
60009236,2004,1421,2
60009236,2005,1153,4
60009236,2006,1045,6
60009236,2007,1086,6
60009236,2008,1163,6
60009236,2009,1206,6
60009236,2010,1461,4
60009236,2011,1924,2
60009236,2012,2015,2
60009236,2013,1814,3
60009236,2014,2166,2
60009236,2015,2258,2
60009236,2016,2290,2
60009236,2017,2054,3
60009236,2018,2410,2
60009236,2019,2476,2
60009236,2020,2568,2
60009254,1994,60,27
60009254,1995,82,41
60009254,1996,86,61
60009254,1997,97,72
60009254,1998,97,93
60009254,1999,113,90
60009254,2000,123,87
60009254,2001,123,90
60009254,2002,113,97
60009254,2003,111,105
60009254,2004,114,110
60009254,2005,98,134
60009254,2006,94,146
60009254,2007,88,169
60009254,2008,83,190
60009254,2009,86,194
60009254,2010,98,186
60009254,2011,107,179
60009254,2012,112,184
60009254,2013,122,180
60009254,2014,124,187
60009254,2015,121,198
60009254,2016,118,206
60009254,2017,125,195
60009254,2018,121,203
60009254,2019,113,219
60009254,2020,125,208
60009278,2004,1694,1
60009278,2005,1759,1
60009278,2006,1857,1
60009278,2007,1963,1
60009278,2008,2085,1
60009278,2013,2091,2
60009278,2014,1891,3
60009278,2015,1975,3
60009278,2016,1810,4
60009278,2017,1675,5
60009278,2018,1728,5
60009278,2019,1938,4
60009278,2020,1815,5
60009323,2006,1857,1
60009323,2007,1963,1
60009323,2008,2085,1
60009323,2009,2176,1
60009323,2010,1855,2
60009323,2011,2363,1
60009323,2012,2446,1
60009323,2013,2543,1
60009323,2014,2623,1
60009323,2016,2290,2
60009323,2017,2336,2
60009323,2018,2410,2
60009323,2019,2476,2
60009323,2020,2568,2
60009358,1994,228,6
60009358,1995,339,8
60009358,1996,396,10
60009358,1997,472,11
60009358,1998,493,13
60009358,1999,531,12
60009358,2000,497,15
60009358,2001,494,16
60009358,2002,453,20
60009358,2003,430,23
60009358,2004,439,25
60009358,2005,466,24
60009358,2006,481,25
60009358,2007,514,24
60009358,2008,597,21
60009358,2009,724,17
60009358,2010,658,22
60009358,2011,686,22
60009358,2012,615,28
60009358,2013,559,34
60009358,2014,545,38
60009358,2015,532,41
60009358,2016,487,48
60009358,2017,459,53
60009358,2018,429,60
60009358,2019,372,73
60009358,2020,364,78
60009387,2001,1531,1
60009387,2002,911,5
60009387,2003,886,6
60009387,2004,869,7
60009387,2005,908,7
60009387,2006,1045,6
60009387,2007,1631,2
60009387,2008,2085,1
60009387,2009,2176,1
60009387,2010,1461,4
60009387,2011,1394,5
60009387,2012,1179,8
60009387,2013,1151,9
60009387,2014,1086,11
60009387,2015,1180,10
60009387,2016,1271,9
60009387,2017,1570,6
60009387,2018,1333,9
60009387,2019,1537,7
60009387,2020,1688,6
60009400,2018,2410,2
60009400,2019,2476,2
60009400,2020,2003,4
60009408,1994,228,6
60009408,1995,217,14
60009408,1996,196,27
60009408,1997,197,37
60009408,1998,192,49
60009408,1999,202,51
60009408,2000,205,53
60009408,2001,216,52
60009408,2002,237,50
60009408,2003,267,45
60009408,2004,286,45
60009408,2005,326,42
60009408,2006,378,37
60009408,2007,371,41
60009408,2008,343,49
60009408,2009,370,48
60009408,2010,341,55
60009408,2011,354,55
60009408,2012,405,50
60009408,2013,484,42
60009408,2014,453,49
60009408,2015,532,41
60009408,2016,497,46
60009408,2017,466,52
60009408,2018,492,50
60009408,2019,538,45
60009408,2020,493,55
60009409,1996,858,2
60009409,1997,998,2
60009409,1998,1121,2
60009409,1999,1007,3
60009409,2000,1058,3
60009409,2001,1531,1
60009409,2002,1288,2
60009409,2003,1168,3
60009409,2004,1421,2
60009409,2005,1284,3
60009409,2006,1359,3
60009409,2007,1631,2
60009409,2008,2085,1
60009409,2009,2176,1
60009409,2014,2623,1
60009409,2015,2723,1
60009409,2016,2778,1
60009409,2017,2054,3
60009409,2018,2106,3
60009409,2019,2476,2
60009409,2020,2219,3
60009415,1994,204,7
60009415,1995,145,22
60009415,1996,150,34
60009415,1997,143,49
60009415,1998,149,63
60009415,1999,161,62
60009415,2000,167,65
60009415,2001,162,68
60009415,2002,150,77
60009415,2003,162,77
60009415,2004,142,90
60009415,2005,161,89
60009415,2006,176,92
60009415,2007,175,99
60009415,2008,166,109
60009415,2009,147,126
60009415,2010,125,151
60009415,2011,118,163
60009415,2012,137,157
60009415,2013,145,155
60009415,2014,152,152
60009415,2015,175,138
60009415,2016,178,141
60009415,2017,185,142
60009415,2018,190,139
60009415,2019,208,132
60009415,2020,216,134
60009424,2002,1288,2
60009424,2003,1168,3
60009424,2004,1231,3
60009424,2005,1284,3
60009424,2006,1123,5
60009424,2007,1086,6
60009424,2008,912,10
60009424,2009,818,14
60009424,2010,769,17
60009424,2011,709,21
60009424,2012,664,25
60009424,2013,724,23
60009424,2014,788,20
60009424,2015,801,21
60009424,2016,853,19
60009424,2017,880,19
60009424,2018,776,24
60009424,2019,750,27
60009424,2020,792,25
60009425,2009,2176,1
60009425,2010,2287,1
60009425,2011,1924,2
60009425,2012,2015,2
60009425,2013,2091,2
60009425,2014,2623,1
60009425,2015,2723,1
60009439,2004,1694,1
60009439,2005,1759,1
60009439,2006,1857,1
60009439,2007,1963,1
60009439,2008,2085,1
60009456,2008,2085,1
60009456,2009,1800,2
60009456,2010,1855,2
60009456,2011,1674,3
60009456,2012,1587,4
60009456,2013,1814,3
60009456,2014,2166,2
60009456,2015,2258,2
60009456,2016,2778,1
60009456,2017,2831,1
60009456,2018,2944,1
60009456,2019,3037,1
60009456,2020,3168,1
60009462,2018,2944,1
60009462,2019,2476,2
60009462,2020,2568,2
60009465,1996,858,2
60009465,1997,998,2
60009465,1998,1121,2
60009465,1999,903,4
60009465,2000,846,5
60009465,2001,751,7
60009465,2002,655,10
60009465,2003,686,10
60009465,2004,754,9
60009465,2005,752,10
60009465,2006,812,10
60009465,2007,908,9
60009465,2008,967,9
60009465,2009,947,10
60009465,2010,991,10
60009465,2011,1215,7
60009465,2012,1347,6
60009465,2013,1091,10
60009465,2014,961,14
60009465,2015,1024,13
60009465,2016,969,15
60009465,2017,955,16
60009465,2018,1010,15
60009465,2019,1364,9
60009465,2020,1277,11
60009477,2017,2831,1
60009477,2018,2944,1
60009477,2019,3037,1
60009477,2020,3168,1
60009500,1994,270,5
60009500,1995,265,11
60009500,1996,306,15
60009500,1997,332,19
60009500,1998,324,26
60009500,1999,343,26
60009500,2000,344,28
60009500,2001,323,32
60009500,2002,302,36
60009500,2003,333,35
60009500,2004,306,42
60009500,2005,308,45
60009500,2006,295,51
60009500,2007,297,55
60009500,2008,283,62
60009500,2009,328,56
60009500,2010,348,54
60009500,2011,365,53
60009500,2012,369,55
60009500,2013,413,51
60009500,2014,373,61
60009500,2015,371,65
60009500,2016,376,67
60009500,2017,397,64
60009500,2018,384,70
60009500,2019,382,71
60009500,2020,360,79
60009506,1994,618,1
60009506,1995,868,1
60009506,1996,1086,1
60009506,1997,1226,1
60009506,1998,1367,1
60009506,2007,1631,2
60009506,2008,1488,3
60009506,2009,1572,3
60009506,2010,1616,3
60009506,2011,1394,5
60009506,2012,1766,3
60009506,2013,1814,3
60009506,2014,1686,4
60009506,2015,1395,7
60009506,2016,1535,6
60009506,2017,1464,7
60009506,2018,1617,6
60009506,2019,1537,7
60009506,2020,1815,5
60009507,1994,44,35
60009507,1995,61,54
60009507,1996,67,76
60009507,1997,75,95
60009507,1998,83,109
60009507,1999,110,92
60009507,2000,114,91
60009507,2001,124,88
60009507,2002,123,91
60009507,2003,116,100
60009507,2004,116,106
60009507,2005,123,108
60009507,2006,131,112
60009507,2007,136,117
60009507,2008,138,124
60009507,2009,154,121
60009507,2010,162,122
60009507,2011,174,119
60009507,2012,197,115
60009507,2013,194,119
60009507,2014,196,121
60009507,2015,221,115
60009507,2016,228,115
60009507,2017,224,117
60009507,2018,220,123
60009507,2019,211,130
60009507,2020,179,157
60009509,2004,1421,2
60009509,2005,1284,3
60009509,2006,1123,5
60009509,2007,1086,6
60009509,2008,1163,6
60009509,2009,1297,5
60009509,2010,1260,6
60009509,2011,1291,6
60009509,2012,932,13
60009509,2013,788,19
60009509,2014,717,24
60009509,2015,707,26
60009509,2016,739,25
60009509,2017,851,20
60009509,2018,921,18
60009509,2019,814,23
60009509,2020,781,26
60009512,1994,228,6
60009512,1995,304,9
60009512,1996,285,17
60009512,1997,288,24
60009512,1998,303,29
60009512,1999,311,30
60009512,2000,295,34
60009512,2001,337,30
60009512,2002,302,36
60009512,2003,278,43
60009512,2004,266,49
60009512,2005,266,53
60009512,2006,247,63
60009512,2007,269,61
60009512,2008,289,61
60009512,2009,277,68
60009512,2010,284,72
60009512,2011,266,77
60009512,2012,237,93
