Scopus,country,2000,2001,2002,2003,2004
60021143,US,15751966900;16430286000;16441455000;24166193500;24351844300;24357042400;24357315800;24443091300;26040629800;35986100500;36900912200;55294624600;55460434400;55603317900;55757780393;55944173900;57000770200;57197089273;57197942557;57198544720;6506320114;6506828928;6602122108;6602912479;6603195861;6603550073;6603633512;6701851533;7004240026;7004669822;7005530420;7006279867;7006392768;7102554949;7103336513;7201915774;7202037614;7202180728;7202479079;7202663809;7203023448;7402059366;7403871158;8925503100;9734884000,15751966900;16430286000;24351844300;24357042400;24443091300;26040629800;55294624600;55460434400;55757780393;57000770200;57197089273;57198544720;6602122108;6603195861;6603550073;7004240026;7004669822;7005530420;7006279867;7102554949;7103336513;7201915774;7202180728;7202663809;7203023448;7402059366;7403871158;8925503100,15751966900;16430286000;24351844300;24357042400;24443091300;26040629800;55294624600;55460434400;55757780393;57000770200;57197089273;57198544720;6603195861;6603550073;7004240026;7004669822;7005530420;7006279867;7102554949;7103336513;7201915774;7202180728;7202663809;7203023448;7402059366;8925503100,15751966900;16315264500;16430286000;24351844300;24357042400;24443091300;26040629800;34975103300;55294624600;55460434400;55757780393;57000770200;57197089273;57198544720;6603195861;6603550073;7004240026;7004669822;7005324782;7005530420;7006279867;7102554949;7103336513;7201915774;7202180728;7202362175;7202663809;7203023448;7402059366;8925503100,15751966900;16315264500;24351844300;24443091300;26040629800;55757780393;6603195861;6603550073;7004240026;7004669822;7005324782;7005530420;7006279867;7102554949;7202180728;7202362175;7202663809;7203023448;7402059366
60014723,US,55751099000,55751099000,55751099000,55751099000,
60007289,US,16429255200;23098093400;24360152200;26431662400;36941749000;51562765000;56669237500;56931176200;57198418481;6506516546;6507809576;6508358708;6602438326;7005871863;7102978465;7201540593;7403507695,23098093400;24360152200;51562765000;56669237500;56931176200;6507640411;6508358708;6602438326;7005871863;7201540593;8693525900,24360152200;51562765000;56669237500;56931176200;6507640411;6508358708;7005871863,24360152200;51562765000;56669237500;6507640411;6508358708;6603133263;7005871863,24360152200;51562765000;56669237500;6507640411;7005871863
60007630,US,16041090000;7402546063;8360695100,7402546063;8360695100,57215755891;7402546063,57215755891;7402546063,57215755891;7402546063
60005713,US,25954906700;36508639500;54082995100;55485341600;57199115532;57204504815;6506504199;6506756974;6507748222;6603697847;7201875919;7402644855,36508639500;54082995100;55485341600;57199115532;6506756974;7201875919;7402644855,36508639500;54082995100;55485341600;57199115532;6506756974;7201875919;7402644855,36508639500;54082995100;55485341600;57199115532;6503978057;6506756974;7201875919;7402644855,36508639500;55485341600;57199115532;6503978057;6506756974;7201875919;7402644855
60010100,US,15043622400;15826288400;16310407400;16310503300;18034438300;22734272100;22985515800;25025927400;26530627000;35274371000;36803679400;37013017500;55456176400;55919030700;56234215700;56250523300;57216262465;6505868278;6506774074;6506885426;6507466429;6507662732;6602840708;6603554920;7003949221;7004628633;7005401251;7101839613;7402898783;8876866200,15043622400;15826288400;16310407400;16310503300;18034438300;22985515800;36803679400;37013017500;55456176400;55919030700;6505868278;6506774074;6506885426;6507662732;6603554920;7003949221;7005401251;7402898783;8876866200,14521642100;15043622400;15826288400;16310407400;16310503300;18034438300;22985515800;36803679400;37013017500;55456176400;55919030700;6505868278;6506774074;6507662732;6603554920;7005401251;7402898783;8876866200,14521642100;15043622400;15826288400;16310407400;16310503300;18034438300;22234663400;22985515800;36803679400;37013017500;55456176400;55919030700;6505868278;6506774074;6507662732;6603554920;7005401251;7402898783;8876866200,14063532900;14521642100;15043622400;18034438300;22234663400;22985515800;37013017500;55919030700;6603554920;7005401251;8876866200
60014611,US,14023887800;22934923400;24516497300;35571453000;36840556000;55452535600;56669272100;56976697800;56987465300;57167421500;57191049704;57191081364;57195685462;57201290184;6506805900;6506853286;6507548151;7005542509;7005781551;7005943612;7005945383;7102815066;7103262177;7401505195;7410129761;8445576300,14023887800;14421909000;22934923400;24516497300;36840556000;55452535600;56669272100;56976697800;57191049704;57191081364;57195685462;57201290184;6506805900;6506853286;7005542509;7005781551;7005945383;7103262177;7410129761;8306295600;8445576300,14023887800;14421909000;22934923400;24516497300;36840556000;55452535600;56669272100;56976697800;57191049704;57191081364;57195685462;57201290184;6506805900;6506853286;7005542509;7005781551;7005945383;7103262177;7410129761;8306295600;8445576300,14023887800;14421909000;22934923400;24516497300;36840556000;55452535600;56669272100;56976697800;57191049704;57191081364;57195685462;57198515970;57201290184;6506805900;6506853286;7005542509;7005781551;7005945383;7103262177;7410129761;8306295600;8445576300,14023887800;14421909000;22934923400;23968423300;24516497300;56669272100;57191081364;57204762303;57206988063;6506805900;6506853286;7005542509;7005781551;7005945383;7410129761;8306295600;8445576300
60000879,US,16498953400;24296235300;24309802400;24365225400;24375022500;24404975600;25024139400;25024305200;25948866200;35388045500;56956385000;57013131900;57042321200;57189540060;57189698101;57193672849;57198245152;6504593052;6504605534;6507478276;6601927022;6602350004;6603212386;6603306583;6603400130;6603568135;6603840813;7004988601;7101827438;7102983037;7103327363;7201691043;7202135367;7202750163;7202792373;7402830713;7402986772;7403129098;7403571594;7404741797;7407903480;7801381020;7801622890;8938154300,16498953400;24296235300;24309802400;24365225400;24375022500;24404975600;25024139400;25024305200;25948866200;55439021300;56956385000;57013131900;57042321200;57189540060;57189698101;57193672849;57198245152;6504593052;6504605534;6602350004;6603306583;7006394399;7101827438;7102983037;7202135367;7202792373;7402830713;7402986772;7403129098;7403571594;7404741797;7407903480;7801381020;7801622890;8938154300,16498953400;24296235300;24309802400;24365225400;24375022500;24404975600;25024139400;25024305200;25948866200;55439021300;56956385000;57013131900;57042321200;57189540060;57189698101;57193672849;57198245152;6504593052;6504605534;6602350004;6603306583;7006394399;7101827438;7102983037;7202135367;7202792373;7402830713;7402986772;7403129098;7403571594;7404741797;7407903480;7801381020;7801622890,16425949200;16498953400;24296235300;24309802400;24365225400;24375022500;24404975600;25024139400;25024305200;25948866200;55343775100;55439021300;56956385000;57013131900;57042321200;57189540060;57189698101;57193672849;6504593052;6504605534;6507424862;6602350004;6603306583;7006394399;7101827438;7102983037;7202135367;7202792373;7402830713;7402986772;7403129098;7403571594;7404741797;7407903480;7801381020;7801622890,16425949200;16498953400;24309802400;24375022500;25024139400;25024305200;25948866200;26536597200;55439021300;55981130700;56956385000;57189540060;57193672849;6504037600;6507424862;6602350004;6603306583;7006394399;7101827438;7202135367;7202792373;7402830713;7402986772;7403129098;7403571594;7404741797;7407903480;7801622890
60012682,US,,,,7103383798,
60022705,US,6504522490;8711121000;8711121100,6504522490;8711121000;8711121100,6504522490;8711121000;8711121100,6504522490;8711121000;8711121100,6504522490;8711121000;8711121100
60017803,AU,6701797034;7201632097,7201632097,7201632097,7201632097,
60003631,US,17338767900;24331565200;24480894300;25938766500;35280547300;53875228800;55418532300;55419407100;55424068300;56180802600;56288474900;57190614893;57191758523;57195081225;57199224829;6602872491;6603669283;6701517515;7004660492;7004753352;7004987865;7005668026;7102565462;7102746866;7103099968;8320060300;8349862900,13611429900;17338767900;24331565200;25938766500;55419407100;55424068300;55574212543;56180802600;56481538500;57190614893;57195081225;57199224829;6603669283;6701517515;7004660492;7004753352;7004987865;7005668026;7005876116;7102565462;7102746866;8320060300,13611429900;17338767900;24331565200;25938766500;55419407100;55424068300;55574212543;56180802600;56481538500;57190614893;57195081225;57199224829;6603669283;6701517515;7004660492;7004753352;7004987865;7005668026;7005876116;7102565462;7102746866;8320060300,13611429900;17338767900;24331565200;25938766500;35855097100;55419407100;55424068300;55473558200;55574212543;56180802600;56481538500;57190614893;57195081225;57199224829;6603669283;6701517515;7004660492;7004753352;7004987865;7005668026;7005876116;7102565462;7102746866;8320060300,12139134100;17338767900;24331565200;25938766500;35855097100;55419407100;56481538500;57190614893;57199224829;6603669283;6701517515;7004753352;7005668026;7005876116;7102565462;7102746866;8320060300
60017742,US,36773381500;54899495100;55354425800;56281580000;56489788100;56998189300;57012428600;57123884000;57157142700;57191817467;57195425989;57207190119;57214001328;57219134871;57240447400;6506933675;6507735210;6602264582;6603161938;6701861836;7101618127;7201640701;7401611962;7405940566,36773381500;54899495100;55354425800;56281580000;56489788100;57012428600;57123884000;57157142700;57191817467;57195425989;57207190119;57219134871;57240447400;6506933675;6507735210;6602264582;6603161938;6701861836;7101618127;7102449239;7201640701;7401611962;7405940566,54899495100;55354425800;56489788100;57195425989;57207190119;57240447400;6506933675;6507735210;6602264582;6603161938;6701861836;7101618127;7201640701;7401611962;7405940566,34167833400;54899495100;55354425800;55695639200;57195425989;57207190119;57240447400;6506933675;6507735210;6602264582;6603161938;6701861836;7101618127;7401611962;7405940566,24467514900;55354425800;57195425989;57207190119;6507735210;6602264582;6603161938;6701861836;7004930503;7101618127;7405940566;8848670400;9272234300
60006796,US,16315791000;24801934300;55022261900;56352934600;57191050619;6504054354;6506070882;6506160473;6508089791;6508095712;6602749128;6603282112;7005040361;7005916491;7006150243;7102329564;7102694860;7401465622;7402710918;7801686398;8684837700;8887403100,16315791000;24801934300;55022261900;6504054354;6506070882;6506160473;6508089791;6602749128;6603282112;7005040361;7005916491;7401465622;7402710918;8684837700,16315791000;24801934300;36943707700;55022261900;6504054354;6506070882;6506160473;6508089791;6602749128;6603282112;7005040361;7005916491;7401465622;8684837700,16315791000;24801934300;36943707700;55022261900;57191008703;6504054354;6506070882;6506160473;6508089791;6602749128;6603282112;7005040361;7005916491;7401465622;8684837700,36943707700;55022261900;6506070882;6506160473;6508089791;6602749128;6603282112;7005040361;7005916491;8684837700
60000521,CA,24481122600;25955578000;35795632800;36656900700;36978248300;55467007900;55476072100;56295489500;57190917191;57195976708;6505820674;6506946288;6507243425;6507641508;6508252645;6508255929;6603307696;6701643550;7003492771;7004241025;7004348947;7102534473;7103387393;7201829125;7202112933;7202540013;7402946356;7403461648;7801423305;7801683167;8400766000;8723710600,35795632800;36656900700;55476072100;57190917191;6505820674;6507243425;6507641508;6508255929;7003492771;7004241025;7103387393;7202540013;7403461648;7801423305;7801501072;7801683167;8723710600,35795632800;36656900700;55476072100;57190917191;6505820674;6507243425;6507395205;6507641508;6508255929;7003492771;7004241025;7103387393;7202540013;7801423305;7801683167;8723710600,13006910700;35795632800;36656900700;55476072100;57190917191;6505820674;6507243425;6507395205;6507641508;6508255929;7003492771;7004241025;7006566058;7103387393;7202540013;7801423305;7801683167;8723710600,35795632800;36656900700;55476072100;6505820674;6507395205;6507641508;7003492771;7004241025;7403309818;7801423305
60022989,US,57190481221;57191081810;57219393328;57471856100;8392949800,57190481221;57191081810;57219393328,57190481221;57219393328,57219393328,57219393328
60004169,US,13205513000;16464313600;21833789900;24287229800;24303638800;24565066300;56248422600;6508392376;6603099269;7005115991;7005280128;7404300180;8346651200;8592251600,13205513000;24287229800;24565066300;26657161200;6508392376;6603099269;7005115991;7404300180;8346651200;8592251600,13205513000;24287229800;24565066300;26657161200;6508392376;6603099269;7005115991;7404300180;8592251600,13205513000;24287229800;24565066300;26657161200;36808192600;6508392376;6603099269;7005115991;7404300180;8592251600,13205513000;24287229800;24565066300;36808192600;6603099269;7005115991;7404300180;8592251600
60013096,US,57202666433;7402612627,23569202500;57202666433;6603066790;7402612627,14035424500;16246920100;23569202500;57202666433;6603066790;7402612627,14035424500;23569202500;57202666433;6507064528;6603066790;7402612627,14035424500;23569202500;57202666433;6507064528;6508021623;7402612627
60004033,US,,7003581130,,49061494700,49061494700
60020638,US,24829777900;36900493500;55224375700;56451454000;57189164783;7006211341;8988101900,24829777900;36900493500;55224375700;56451454000;57189164783,24829777900;36900493500;55224375700;56451454000;57189164783,24386038800;24829777900;36900493500;37108904300;55224375700;56451454000;57189164783,56451454000;57189164783
60017036,US,14066338400;24783185700;55456273200;6508146681,14066338400;24783185700;55456273200;6508146681,24783185700;55456273200;6508146681,14059816500;24783185700;55456273200;57072786200;6508146681,24783185700;25024876500;57072786200;7403643708
60026305,US,23486563100;24479314600;25630475300;54988195900;55324107600;56170703900;56661753800;56678421400;57190149834;57215745812;6507382226;6603923907;7004215443;7006124838,24479314600;55324107600;56661753800;57190149834;57215745812;6507382226;7003413964;7004215443,56661753800;57190149834;57215745812;6507382226;7003413964;7004215443,14066831100;16070319000;24486632300;55197236300;56661753800;57190149834;6507382226;7003413964;7004215443,14066831100;56661753800;57190149834;6507382226;7003413964;7004215443
60022478,US,56944764700;56987806300;8976919600,17136856400;56944764700;56987806300;8976919600,17136856400;56944764700;56987806300;8976919600,17136856400;56944764700;56987806300;8976919600,17136856400;56944764700;56987806300;8976919600
60121754,US,24786529200;50860977000,24786529200;50860977000,24786529200;50860977000,24786529200;50860977000,24786529200;50860977000
60011410,US,16029941800;23970266700;24552017100;55664746500;55704649200;57192386781;6602771006;6701551998;7003804993;7201547683;7406331264;8708027000,23970266700;55664746500;8708027000,23970266700;55664746500;8708027000,23970266700;55664746500;8708027000,
60018306,US,36630935100;55492126300;55824036900;56309897500;56987469500;57194453995;57199560087;6505820161;6506144183;6602635040;6603224792;6603394903;6603704230;7003474946;7003799403;7102834329;7103111703;7203040125;8212567300;9278729700;9840420500,36630935100;55824036900;56987469500;57192946921;57194453995;57197832254;57199560087;6505820161;6506144183;6602635040;6603224792;6603394903;6603704230;7003474946;7003799403;7102834329;7103111703;7203040125;8212567300;9278729700;9840420500,36630935100;55824036900;56987469500;57192946921;57194453995;57197832254;57199560087;6506144183;6602635040;6603224792;6603394903;6603704230;7003474946;7003799403;7102834329;7103111703;7203040125;8212567300;9278729600;9278729700;9840420500,55824036900;56987469500;57041618900;57192946921;57194453995;57197832254;57199560087;6506144183;6602635040;6603224792;6603394903;6603704230;7003474946;7003799403;7102834329;7103111703;7203040125;8212567300;9278729600;9278729700;9840420500,56987469500;57197832254;6506144183;6602635040;6603394903;6603704230;7003474946;7102834329;7103111703;7203040125;8212567300;9278729600;9278729700;9840420500
