stu_id,adviser_name,commitee_members,source
"SONG, YEONGKWAN;University of Wisconsin;2003",Robert W. Staiger,M. Scott Taylor; Yeon-Koo Che,University; academictree
"SONG, YOUNGHWAN;Columbia University;2002",Todd Idson,,academictree
"SONGSAMPHANT, BUNCHON;Claremont Graduate University;2001",Darren Filson,,academictree
"SONGUL, SONER;University of Utah;2002",Hans Ehrbar,,academictree
"SORANA, VALTER;Stanford University;2001",Paul Milgrom,,academictree
"SORGE, MARCO;Stanford University;2003",Ronald McKinnon,,academictree
"SOSNER, NATHAN;Harvard University;2004",Andrei Shleifer,,academictree
"SOTNIKOV, SERGEY;Iowa State University;2000",Stanley R. Johnson,,Dissertation
"SOTO, CLAUDIO;New York University;2003",Pierpaolo Benigno,,Advisor CV; Dissertation
"SOUMBATIANTS, SOUREN;University of South Carolina;2003",Henry W. Chappell,,
"SOUZA, ANDRE PORTELA;Cornell University;2001",Francine Blau,John Abowd; Kaushik Basu,University
"SOYTAS, UGUR;Texas Tech University;2001",Klaus G. Becker,,Dissertation
"SPALLONE, MARCO;New York University;2001",Alberto Bisin,,academictree
"SPANG, HEATHER RADACH;University of Illinois;2001",Richard J. Arnould,,academictree
"SPASOJEVIC, JASMINA;City University of New York;2004",Michael Grossman,Theodore Joyce; Salih Neftci,Dissertation
"SPIELMAN, DAVID;American University;2004",John Willoughby,Walter Park; Mary Hansen,Dissertation
"SRIDHAR, DEEPA;University of Georgia;2001",Chris Cornwell,,University
"SRINIVAS, SUMATI;University at Albany;2001",Michael Sattinger,,academictree
"SRINIVASAN, ARUN K.;University of Kentucky;2004",Glenn C. Blomquist,,academictree
"SROBONA, MITRA;University of Washington;2002",Charles R. Nelson,Richard Startz; Eric Zivot,
"STAHL, RICHARD;Binghamton University;2001",Charles Bischoff,,academictree
"STANCILL, MARTHA A.;University of Maryland;2000",Roger Betancourt,,academictree
"STARK, ALAN J. A.;University of British Columbia;2000",David A. Green,,Dissertation
"STARKOV, VLADIMIR V.;West Virginia University;2001",Stratford Douglas,,academictree
"STARKWEATHER, COLLIN;University of Colorado;2003",Thomas F. Rutherford,Yongmin Chen,Academictree;Commitee CV
"STARNES, CHARLES;Texas Tech University;2003",Mashaalah Rahnama-Moghadam,,academictree
"STATER, MARK;University of Oregon;2004",Larry D. Singell Jr.,Van Kolpin; Jean Stockard; Joe Stone,Dissertation
"STEC, JEFFREY ALAN;Ohio State University;2001",J. Huston McCulloch,Nelson Mark; Pok-sang Lam,Dissertation
"STECKBECK, MARK;George Mason University;2004",Peter Boettke,,Dissertation
"STEFFICK, DIANE;University of Michigan;2002",John Bound,Robert Willis; Sheldon Danziger; Regula Herzog,Dissertation
"STEHR, MARK FREDERICK;University of California, Berkeley;2002",Theodore E. Keeler,,academictree
"STEIMETZ, SEIJI;University of California, Irvine;2004",David Brownstone; Kenneth Small,Kurt Van Dender,Dissertation
"STEINER, FAYE;Stanford University;2001",Frank Wolak,,academictree
"STEINREICH, DALE JAMES;Auburn University;2000",Robert B. Ekelund,John D. Jackson; James R. Barth,Dissertation
"STEMPLE, RICHARD J.;Texas Tech University;2001",Thomas L. Steinmeier,,Dissertation
"STEPANIAN, ARA;Rice University;2004",James N. Brown,Eli Berman; Peter Mieszkowski; Peter Hartley,Dissertation
"STEPHENS, MARC T.;New York University;2001",Raquel Fernandez,,academictree
"STERIJEVSKI, GREG;University of Illinois, Chicago;2002",Georgios Karras,,academictree
"STEVENS, CHRISTOPHER JOHN;Washington State University;2000",Robert Rosenman,,academictree
"STEVENS, JOHN JEFFERY;University of Minnesota;2001",Thomas Holmes,,Email
"STEVENSON, BETSEY;Harvard University;2001",Caroline Hoxby,Lawrence Katz; Claudia Goldin,CV; Advisor CV
"STEWART, HAYDEN GLENN;Washington State University;2001",Fred S. Inaba,,academictree
"STEWART, JAMES;Northwestern University;2002",Joe Ferrie; Joel Mokyr,Roger Myerson,Dissertation
"STEWART, ROBERT T.;Fordham University;2002",Derrick Reagle,Duncan James; Dominick Salvatore,Email
"STIJNS, JEAN-PHILIPPE CHRISTIAN;University of California, Berkeley;2003",Jay B. DeLong,,academictree
"STILLMAN, STEVEN ERIC;University of Washington;2000",Shelly Lundberg,Elaina Rose; Judith Thornton,CV
"STINESPRING, JOHN ROBERT;Claremont Graduate University;2002",Paul Zak,,Dissertation
"STINSON, MARTHA HARRISON;Cornell University;2003",John Abowd,George Jakubson; Donald Kenkel,University
"STIVERS, ANDREW E.;University of Texas;2001",Maxwell B. Stinchcombe,,academictree
"STOCKHAMMER, ENGELBERT R.;University of Massachusetts;2000",Robert Pollin,,academictree
"STODDARD, CHRISTIANA MARIE;University of California, Santa Barbara;2002",Jon Sonstelie,,academictree
"STOJANOVIC, DUSAN;Washington University in St. Louis;2001",Steven Fazzari,,academictree
"STORR, VIRGIL;George Mason University;2003",Peter J. Boettke,,academictree
"STRASER, VESNA;University of Notre Dame;2002",Byung-Joo Lee,,academictree
"STRAUSS-KAHN, VANESSA;New York University;2001",Raquel Fernandez,,academictree
"STRINGHAM, EDWARD P.;George Mason University;2002",Peter J. Boettke,,academictree
"STROMBOM, BRUCE;University of California, Irvine;2000",Thomas Buchmueller,Paul Feldstein; David Brownstone,Dissertation
"STROW, BRIAN KENT;Vanderbilt University;2001",Jeremy Atack,,CV
"STROW, CLAUDIA WOOD;Vanderbilt University;2002",Robert A. Margo,,academictree
"STUTES, GREGORY;University of Kansas;2004",Joshua Rosenbloom,,academictree
"SU, LIANGJUN;University of California, San Diego;2004",Halbert White,Clive W. J. Granger; Graham Elliott,CV
"SU, XUEJUAN;Indiana University;2004",Michael Kaganovich,,academictree
"SU, YINGZI;Wayne State University;2002",Jay Levin,,academictree
"SUBRAMANIAN, CHETAN;University of Southern California;2000",Caroline Betts,,academictree
"SUBRICK, J. ROBERT;George Mason University;2003",Thomas Stratmann,,
"SUDSAWASD, SASATRA;Georgia State University;2003",Robert Moore,Yongsheng Xu; Jorge Martinez-Vazquez; Kelly Edmiston; Neven Valev; Martin Grace,Dissertation
"SUH, JINGYO;University of Alabama;2000",John P. Formby,,academictree
"SUHERMANTO, HERRY;Claremont Graduate University;2002",Paul J. Zak,Arthur Denzau; Stephen V. Marks,Dissertation
"SUI, LIBO;City University of New York;2004",Nusret Cakici,,academictree
"SULLIVAN, JOE;University of Alabama;2002",Robert E. Brooks,Carolyn A. Carroll; Benton E. Gup; Edward R. Mansfield; Zachary G. Stoumbos,Dissertation
"SUMNER, STEVEN;University of California, San Diego;2003",Wouter J. den Haan; James D. Hamilton,Nathaniel Beck; Takeo Hoshi; Valerie A. Ramey,Dissertation
"SUN, JIAN;Washington University in St. Louis;2000",Edward Greenberg,Bruce Petersen; Lee Benham,Dissertation
"SUN, SU;University of Michigan;2003",Francine Lafontaine,,academictree
"SUN, YIGUO;University of Toronto;2002",Adonis Yatchew,,University; academictree
"SUN, YIXIAO;Yale University;2002",Peter Phillips; Donald Andrews,,CV; Advisor CV; University
"SUNDARARAMAN, VENKATESH;University of Washington;2003",Anil B. Deolalikar,,Dissertation
"SUNG, TAE YOON;Harvard University;2002",Elhanan Helpman,,academictree
"SUR, MONA;University of Minnesota;2000",Ben Senauer,,academictree
"SURENDRAN, MAHESH;University of Connecticut;2002",Polly R. Allen,,Email; academictree
"SURFIELD, CHRISTOPHER J.;University of South Carolina;2003",John T. Addison,McKinley L. Blackburn; Eric D. Johnson; Hoyt N. Wheeler,Dissertation
"SURTI, JAY SANAT;Boston University;2003",Christophe Chamley,,academictree
"SURYO, ROBIN;Colorado State University;2002",C. M. Fan,L.S. Fan; Stephan Weiler; John Olienyk,Dissertation
"SUSTER, MARTIN;University of Maryland;2003",John C. Haltiwanger,,academictree
"SWAMINATHAN, SHAILENDER;University of Southern California;2001",Jeffrey Nugent,,academictree
"SWEETING, ANDREW;Massachusetts Institute of Technology;2004",Glenn D. Ellison; Paul L. Joskow,,Dissertation
"SWEIDAN, OSAMA DAIFALLA;Colorado State University;2003",Liang-Shing Fan,,academictree
"SWIFT, AMANDA LEESE;Vanderbilt University;2000",Robert Driskill,,academictree
"SWOPE, KURTIS J.;Indiana University;2000",Roy Gardner; Eckhard Janeba,,CV
"SZENTES, BALAZS;Boston University;2002",Robert Rosenthal,,CV; academictree
"TACHIIRI, MASAYUKI;University of Chicago;2002",Robert Townsend,Pierre-Andre Chiappori; Chad Syverson,Dissertation
"TACK, TRICIA;University of Connecticut;2002",Alanson Minkler,,Email; academictree
"TAKADA, TERUKO;University of Illinois;2001",Roger William Koenker,,Mathematics Genealogy
"TAKASAKI, YOSHITO;University of Wisconsin;2000",Bradford Barham,,academictree
"TAKEDA, FUMIKO;Yale University;2001",Koichi Hamada,Stephen Morris,Dissertation; http://www.princeton.edu/~smorris/past%20PhD%20Students
"TAKENO, TAIZO;Georgetown University;2002",Rodney D. Ludema,,academictree
"TAKETA, KENSHI;University of Wisconsin;2004",Steven N. Durlauf,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.196.7241&rep=rep1&type=pdf
"TAKSLER, GLEN;Harvard University;2002",John Y. Campbell,,academictree
"TALLROTH, ERIK;George Mason University;2004",Vernon L. Smith,Tyler Cowen; David Porter,CV
"TAMADA, YASUNARI;University of Wisconsin;2002",Yeon-Koo Che,Sergei Severinov; William H. Sandholm,Dissertation; University
"TAMAJAI, ANUSORN;Fordham University;2000",Dominick Salvatore,,academictree
"TAMBALOTTI, ANDREA;Princeton University;2004",Michael Woodford,,Dissertation
"TAMPUBOLON, LEONARD VICTOR HASUDUNGAN;Claremont Graduate University;2001",Paul Zak,,Dissertation
"TANAKA, IWAO;City University of New York;2004",Zadia Feliciano,,academictree
"TANAKA, RYUICHI;New York University;2004",Debraj Ray,,academictree
"TANARUGSACHOCK, TANA;City University of New York;2002",Terence Agbeyegbe,,University
"TANBOON, SURACH;Stanford University;2004",David McKenzie,Aprajit Mahajan; Edward Vytlacil,Dissertation
"TANG, JENN-HONG;University of Chicago;2001",Steven J. Davis,Jeffrey E. Campbell; Fernando Alvarez,Dissertation
"TANG, JON W.;Duke University;2002",Ravi Bansal,Tim Bollersley; Bjorn Eraker; George Tauchen,Dissertation
"TANNURI, MARIA EDUARDA ABDALLA;University of Illinois;2000",Wallace Hendricks,,academictree
"TAO, RAN;University of Chicago;2002",D. Gale Johnson,,Dissertation
"TAPIA GRANADOS, JOSE;New School for Social Research;2003",Duncan K. Foley,,academictree
"TARASHEV, NIKOLA;Princeton University;2003",Pierre-Olivier Gourinchas,Peter Kenen; Wolfgang Pesendorfer; Lars Svensson,Dissertation
"TASSIER, TROY;University of Iowa;2002",Scott E. Page,George Neumann; Ted Temzelides; April Franco,Email
"TATE, GEOFFREY;Harvard University;2003",Jeremy Stein,Andrei Shleifer; David Laibson,Dissertation
"TAVARES, SAMIA;University of Florida;2002",Lawrence Kenny,Elias Dinopoulos; David Figlio; Myra Brown,Email
"TAYLOR, TRAVIS;University of Connecticut;2001",Richard N. Langlois,Gerald W. Sazama; Samson M. Kimenyi,Dissertation
"TAYLOR, WILLIAM;University of New Mexico;2000",Mike McKee,Hank Jenkins-Smith; Brian McDonald; Alok Bohara,Dissertation
"TCHAIDZE, ROBERT;Johns Hopkins University;2003",Laurence Ball,,academictree
"TCHAKAROV, IVAN;University of California, Davis;2003",Paul Bergin,,academictree
"TCHAMOURLIYSKI, YURIY;Boston College;2003",James E. Anderson,,http://fmwww.bc.edu/ec-v/%20oldweb/ec.recent.phd.ay2005.php
"TEKIN, ERDAL;University of North Carolina;2001",David Blau,,University; academictree
"TELMER, COLIN RICHARD;Queen's University;2001",Frank Milne,,http://www.collectionscanada.gc.ca/obj/s4/f2/dsk3/ftp04/NQ56102.pdf
"TENN, STEVEN AARON;University of Chicago;2001",Steve Levitt,Casey Mulligan; Sam Peltzman,Dissertation
"TENNEY, CAPTAIN CURTIS G.;Oklahoma State University;2001",Michael J. Applegate,,academictree
"TENREYRO, MARIA SILVANA;Harvard University;2002",Alberto Alesina,R. Barro; K. Rogoff,"CV, academictree"
"TEO, SONGWEE MELVIN;Harvard University;2002",Jeremy Stein,Andrei Shleifer; Ken Froot,CV
"TEPPERMAN, ANDREW;University of Toronto;2001",Nancy Gallini,,academictree
"TER-MARTIROSYAN, ANNA;George Washington University;2003",Christopher Snyder,John Kwoka; Arun S. Malik; Fred L. Joutz,Dissertation
"TERADA, KEVIN A.;University of Oregon;2000",George Evans,Mark Thoma; Steve Haynes; Sergio Koreisha,Email
"TERBUSH, THOMAS L.;George Mason University;2002",Mark Crain,,Dissertation
"TERVIO, MARKO;Massachusetts Institute of Technology;2003",Bengt Holmström; David Autor,,Dissertation
"TETLOCK, PAUL;Harvard University;2004",David Laibson,John Campbell; Jeremy Stein,CV
"THACHER, JENNIFER;University of Colorado;2003",Edward R. Morey,,Email
"THAICHAROEN, YUNYONG;Massachusetts Institute of Technology;2002",Olivier J. Blanchard; Simon Johnson,,Dissertation
"THANEEPANICHSKUL, SUCHADA;Utah State University;2002",Kevin Huang,Basudeb Biswas; Christopher Fawson; David Aadland; Drew Dahl; Thomas Kent,Dissertation
"THANYALAKPARK, KESSARA;Claremont Graduate University;2000",Thomas D. Willett,Arthur Denzau; Bruno Gerard,Dissertation
"THAPAR, ADITI;Boston University;2003",Russell Cooper,Simon Gilchrist; Claudia Olivetti,Dissertation
"THIBODEAU, NICOLE;University of Pittsburgh;2003",John H. Evans III,Judith R. Lave; James M. Patton; Nandu J. Nagarajan; Dhinu Srinivasan; Jeff Whittle,Dissertation
"THOMADSEN, RAPHAEL;Stanford University;2001",Frank Wolak,,academictree
"THOMAS, MARY KATHLEEN;Georgia State University;2000",Dave Sjoquist,Jorge Martinez-Vazquez; Ross Rubenstein; Ben Scafidi; Mary Beth Walker,Dissertation
"THOMPSON, CAROLINE;Princeton University;2001",Gene M. Grossman,,academictree
"THOMPSON, MARK ANDREW;Texas Tech University;2003",Jamie B. Kruse; Bradley T. Ewing,Ke Tom Xu,Dissertation
"THOMPSON, SAMUEL;University of California, Berkeley;2000",Thomas J. Rothenberg,James L. Powell; Richard H. Stanton,Dissertation
"THORNTON, JEREMY P.;University of Kentucky;2004",John Garen,,academictree
"TIAN, WEI-HUA;University of California, Irvine;2004",Sarah Senesky,David Brownstone; Thomas Buchmueller,Dissertation
"TIAN, YANJUN;North Carolina State University;2003",Paul L. Fackler,,Dissertation
"TIEN, JUI-CHU;Oklahoma State University;2001",Lee C. Adkins,,academictree
"TINSLEY, KAREN;University of Georgia;2003",Ronald S. Warren,Christopher M. Cornwell; David B. Mustard; Gregory A. Trandel; Anne L. Sweaney,Dissertation
"TIRYAKI, AHMET;George Mason University;2001",William H. Thorbecke,,academictree
"TJORNHOLM, JESSICA DELORES;University of Minnesota;2001",Edward Prescott,,Email
"TODANI, KHATHUTSHELO RONALD;University of Minnesota;2001",Gerard J. McCullough,,Advisor CV; academictree
"TODO, YASUYUKI;Stanford University;2000",Charles I. Jones,Masahiko Aoki; Paul M. Romer,Dissertation
"TOKMAN, ANDREA P.;University of California, Berkeley;2001",David Card,Kenneth Chay; Steven Raphael,Dissertation
"TOMA, ROXANA;University of Kentucky;2003",John Garen,,academictree
"TOMAN, JANE;Yale University;2002",Gavin Wright,Carolyn Moehling,University
"TOMOHARA, AKINORI;Johns Hopkins University;2002",Edi Karni,,academictree
"TOOMA, ESKANDAR;Brandeis University;2004",Blake LeBaron,Carol L. Osler; Narayanan Subramanian; Amr K. Mortagy,Dissertation
"TOPOLESKI, JULIE;University of Maryland;2003",William Evans,Gary LaFree; Nuno Limao; Seth Sanders; Jeffrey Smith,Dissertation
"TOROS, FERNANDO;University of Illinois;2003",Anne Villamil,,academictree
"TOROS, OZGUR;Cornell University;2001",Kaushik Basu,David Easley; Robert T. Masson,University
"TORRE CEPEDA, LEONARDO E.;University of California, Los Angeles;2000",Arnold C. Harberger,,academictree
"TOSUN, MEHMET;Syracuse University;2001",Douglas J. Holtz-Eakin,Mary E. Lovely; Donald H. Dutkowsky; Gary V. Engelhardt; Stacy Dickert-Conlin,CV; academictree
"TOTTIE, JOHN;George Mason University;2004",Richard E. Wagner,,Dissertation
"TOVAR, CAMILO;University of Wisconsin;2004",Charles Engel,Kenneth West; Steven Durlauf,CV
"TOVAR, JORGE A.;University of California, Berkeley;2004",Aviv Nevo,Aaron Edlinl; Ann Harrison,Dissertation
"TRACEY, JENNIFER;Michigan State University;2001",Jeff E. Biddle,,Dissertation; academictree
"TRAN, BAC;University of Maryland;2004",Seth Sanders,William Evans; John Rust; Jeffrey Smith; Suzanne Bianchi,Dissertation
"TRE, JEAN-PHILIPPE;Purdue University;2001",James Lowenberg-Deboer,,academictree
"TREACY, WILLIAM F.;George Washington University;2003",Frederick L. Joutz,,academictree
"TREADO, CAREY;University of Pittsburgh;2003",Frank Giarratani,,academictree
"TREJOS, SANDRA R.;Oklahoma State University;2000",Ronald Moomaw,Michael Applegate; Dan Rickman; Orley Amos; Wade Brorsen,Dissertation
"TREMBLAY, JEAN-FRANCOIS;Queen's University;2003",Robin Boadway,,CV
"TREVINO, JUAN;University of Maryland;2003",Carmen Reinhart,,academictree
"TRIBUKAIT-VASCONCELOS, HERMANN;Harvard University;2003",Andrei Shleifer,,academictree
"TRIGARI, ANTONELLA;New York University;2003",Mark Gertler,,academictree
"TRIGUEROS ARGUELLO, ALVARO;Vanderbilt University;2002",Andrea Maneschi,,academictree
"TRINH, PHONG;Stanford University;2001",Michael Kumhof,Beatrix Paal; Edward Vytlacil,Dissertation
"TROGDON, JUSTIN;Duke University;2004",Frank Sloan,,academictree
"TSAI, SHU-JUI JOANNA;Cornell University;2002",Robert T. Masson,Bhaskaran Swaminathan; George A. Hay,University
"TSANGARIDES, CHARALAMBOS G.;George Washington University;2003",Michael D. Bradley,,Dissertation
"TSAO, TSU-YU;University of Texas;2003",Maxwell B. Stinchcombe,,academictree
"TSENG, FANNIE;University of Pennsylvania;2000",Jere R. Behrman,,Email; academictree
"TSIAKAS, ILIAS;University of Toronto;2001",Angelo Melino,,University; academictree
"TUCKER, RUSSELL;George Washington University;2002",John E. Kwoka; Christopher M. Snyder,,Dissertation
"TUESTA, VICENTE;New York University;2004",Pierpaolo Benigno,Mark Gertler; Fabrizio Perri,CV
"TULADHAR, ANITA A.;New York University;2002",Pierpaolo Benigno,,Advisor CV; academictree
"TULADHAR, SUGANDHA D.;University of Texas;2003",Peter J. Wilcoxen,,academictree
"TULL, BRUCE K.;University of Massachusetts;2001",Michael Best,William Shepherd; Bruce Laurie,Dissertation
"TURDALIEV, NURLAN ILJASOVICH;University of Minnesota;2001",Edward J. Green,,Email
"TURHAN, AZIZ;George Mason University;2004",Roger Congleton,,academictree
"TURK, ALEXANDER;Iowa State University;2000",Peter F. Orazem,,academictree
"TURKCAN, KEMAL;North Carolina State University;2003",Charles R. Knoeber,,academictree
"TURNER, JOHN;University of Virginia;2002",Jacob Goeree,Charles Holt; Maxim Engers,Email
"TURONGPUN, WICHAI;Cornell University;2001",Erik Thorbecke,,academictree
"TUTAN, MEHMET UFUK;University of Utah;2003",Al Campbell,E. K. Hunt; Mark Glick; Hans Ehrbar; Robert Brenner,Dissertation
"TUTTLE, MARKLAND HOWARD;University of Tennessee;2003",Jean Gauger,,academictree
"TUYPENS, BJORN;Yale University;2003",Peter C.B. Phillips,,Advisor CV; academictree
"TYNAN, NICOLA;George Mason University;2001",Tyler Cowen,,
"TYSON, CHRISTOPHER J.;Stanford University;2004",Robert B. Wilson,Kenneth J. Arrow; Yossi Feinberg; David M. Kreps,Dissertation
