node,first_ev-w_mean,first_ev-w-win99_mean,first_ev-w-std_mean,first_ev-w-win99-std_mean,first_deg_mean,second_ev-w_mean,second_ev-w-win99_mean,second_ev-w-std_mean,second_ev-w-win99-std_mean,second_deg_mean,first_dec,second_dec,third_dec,adv_ev-w,adv_ev-w-win99,adv_ev-w-std,adv_ev-w-win99-std,adv_deg,adv_ev-w_d,adv_ev-w-win99_d,adv_ev-w-std_d,adv_ev-w-win99-std_d
10339832500,7.446045320712298e-08,7.446045320712298e-08,-0.03441012457676753,-0.13652569125039088,11.0,2.6384113680290317e-07,2.6384113680290317e-07,-0.03437886170147992,-0.10420863326028941,7.588235294117647,0,0,0,1.2477109706616151e-08,1.2477109706616151e-08,-0.03441972390658924,-0.14710900698504778,5,1.247022566177616e-08,1.247022566177616e-08,-0.03442414560683274,-0.14705794659686497
11541201900,1.4490435078565864e-07,1.4490435078565864e-07,-0.034398495844591856,-0.12450479378085309,8.0,7.509172838091467e-08,7.509172838091467e-08,-0.03441002047987307,-0.1364180392773986,5.0,0,0,0,5.9513505049989724e-09,5.9513505049989724e-09,-0.034420801195652564,-0.14822290620226183,1,5.951220288860442e-09,5.951220288860442e-09,-0.034425221642734816,-0.14816856809100534
11639185900,4.648274438336597e-09,4.648274438336597e-09,-0.03442164933002064,-0.14843900816698238,5.0,2.4300239491584448e-08,2.4300239491584448e-08,-0.034418405192757254,-0.14508547877825853,7.8,0,0,0,2.5830028261478857e-10,2.5830028261478857e-10,-0.034421741018982245,-0.14919466810617985,1,2.582697193554383e-10,2.582697193554383e-10,-0.03442616132890642,-0.14913845734647974
12772232000,2.437627707958334e-08,2.437627707958334e-08,-0.034418392503273346,-0.14507236495714865,8.333333333333334,7.868255334835152e-08,7.868255334835152e-08,-0.03440942764841015,-0.1358052157137584,7.604651162790698,0,0,1,6.355031399563837e-09,6.355031399563837e-09,-0.03442073455497532,-0.1481540008353049,6,6.329683129105e-09,6.329683129105e-09,-0.03442515917314315,-0.1481040906222713
12794227800,4.553973351597282e-09,4.553973351597282e-09,-0.03442293080505102,-0.14844220654401397,6.111111111111111,2.941607984864341e-08,2.941607984864341e-08,-0.03441882673066743,-0.14420190573946667,4.296296296296297,0,0,0,5.77022457391271e-09,5.77022457391271e-09,-0.03442083109638574,-0.14825382306980486,11,5.7685429805768415e-09,5.7685429805768415e-09,-0.034425251795700024,-0.14819969022290516
13004984200,2.583493989669931e-08,2.583493989669931e-08,-0.0344181517835449,-0.14482352597207393,9.0,1.7984415771233165e-07,1.7984415771233165e-07,-0.034392728013399404,-0.1185424675289783,6.1891891891891895,0,0,0,3.6470449358172334e-09,3.6470449358172334e-09,-0.03442118159632497,-0.1486162342565819,5,3.6468503382261525e-09,3.6468503382261525e-09,-0.03442560200517612,-0.14856115601680436
13204605100,1.3612959584169188e-07,1.3612959584169188e-07,-0.03440120979740287,-0.12600031292082306,13.2,2.0492454796224247e-07,2.0492454796224247e-07,-0.03438985357540539,-0.1142671443878269,6.622950819672131,0,0,0,5.087869304049107e-08,5.087869304049107e-08,-0.03441338447473742,-0.14055413845652726,7,5.087241725157312e-08,5.087241725157312e-08,-0.0344178068888067,-0.14051549158080948
13604847500,6.437953794464318e-08,6.437953794464318e-08,-0.03441178889615548,-0.13824608350941703,3.0,1.8759852642679506e-06,1.8759852642679506e-06,-0.034112729864276686,0.17089720419618606,12.5,0,0,0,2.118264304703384e-09,2.118264304703384e-09,-0.03442143397135188,-0.14887718589388224,2,2.118151033477459e-09,2.118151033477459e-09,-0.0344258543343646,-0.1488215954870624
13606852000,7.760515981161456e-08,7.760515981161456e-08,-0.03440960553749994,-0.13598910008972953,4.0,1.1266278909323106e-07,1.1266278909323106e-07,-0.034403818240341104,-0.13000665565520708,8.125,0,0,0,6.752068351576749e-09,6.752068351576749e-09,-0.03442066901109714,-0.14808622954059597,2,6.7519733158855905e-09,6.7519733158855905e-09,-0.03442508946935,-0.14803214643272491
13610607000,1.3475672936775738e-08,1.3475672936775738e-08,-0.034420192093380236,-0.14693263528089073,4.0,1.1423929799211291e-07,1.1423929799211291e-07,-0.03440355808095701,-0.12973772472809983,8.0,0,0,0,1.222485669855087e-09,1.222485669855087e-09,-0.03442158184878601,-0.14903008873465937,2,1.2224397084361248e-09,1.2224397084361248e-09,-0.034426002181695364,-0.1489741948781089
14035149900,7.270703073159743e-09,7.270703073159743e-09,-0.03442438206500947,-0.14796050892652005,6.0,1.1024478894006304e-08,1.1024478894006304e-08,-0.034423762450290975,-0.1473208165528134,5.142857142857143,0,0,0,1.4340405098426408e-09,1.4340405098426408e-09,-0.03442154692477053,-0.14899397787561913,9,1.433974127182562e-09,1.433974127182562e-09,-0.03442596726553622,-0.14893815645525588
14056961200,2.2520683780399743e-07,2.2520683780399743e-07,-0.034385239124443884,-0.11080106551270578,5.5,4.884888032937072e-07,4.884888032937072e-07,-0.03434177665986611,-0.06587304721447226,7.45,0,0,0,3.325965401654025e-08,3.325965401654025e-08,-0.034416293070880864,-0.14356157914970807,4,3.325738648090809e-08,3.325738648090809e-08,-0.034420714449767485,-0.1435165064097165
14419920600,5.2428208661568186e-08,5.2428208661568186e-08,-0.03441376170943079,-0.14028543199266394,4.75,1.5578864826863405e-07,1.5578864826863405e-07,-0.034396699016067546,-0.12264738529759411,6.684210526315789,0,0,0,8.844296546407296e-09,8.844296546407296e-09,-0.03442032362070153,-0.1477291015380982,4,8.835268815689896e-09,8.835268815689896e-09,-0.03442474559775852,-0.14767722223365284
15061926000,1.5618763886369109e-06,1.5618763886369109e-06,-0.03416521613671201,0.11723422683051757,6.555555555555555,4.206785498940806e-06,2.0445337539542563e-06,-0.03372860378038764,0.19957546137319,8.105263157894736,0,0,0,2.8062609067053833e-07,2.8062609067053833e-07,-0.034375457185184165,-0.10133794330276552,10,2.806240902631972e-07,2.806240902631972e-07,-0.034379883764866566,-0.10137345506377356
15820477100,2.844696518951934e-07,2.844696518951934e-07,-0.03437545643843959,-0.1006885043842511,8.0,2.9829140999849514e-06,2.5705323321912276e-06,-0.03392999848227606,0.2894189692076048,5.875,0,0,0,1.3019727236879316e-08,1.3019727236879316e-08,-0.034419634329895886,-0.14701638615373408,3,1.3018249952186165e-08,1.3018249952186165e-08,-0.03442405514919726,-0.14696458150182007
16028070900,1.9473581714671547e-08,1.9473581714671547e-08,-0.03441920194617813,-0.14590909990535986,8.0,8.981436626206922e-08,8.981436626206922e-08,-0.0344075901221357,-0.13390572575321055,9.217391304347826,0,0,1,2.0717938327922667e-09,2.0717938327922667e-09,-0.034421441642816554,-0.14888511806249072,3,1.972290384912898e-09,1.972290384912898e-09,-0.03442587841032183,-0.14884644528579366
16068434800,7.047044548351249e-09,7.047044548351249e-09,-0.03442188640761969,-0.14802346207110903,4.0,1.1757666096356416e-08,1.1757666096356416e-08,-0.034421108794670294,-0.14721983298344968,7.0,0,0,0,2.051346959814542e-10,2.051346959814542e-10,-0.034421749795693624,-0.14920374308175033,2,2.0513206631135767e-10,2.0513206631135767e-10,-0.03442617009987978,-0.1491475102335757
16401436200,1.1907008289690013e-09,1.1907008289690013e-09,-0.03442601891216878,-0.14899018568969236,2.6666666666666665,1.4529118583575236e-08,1.4529118583575236e-08,-0.0344238172547739,-0.1467177659077352,9.0,0,0,0,1.7930528192882633e-10,1.7930528192882633e-10,-0.034421754059679524,-0.14920815197322265,4,1.7925913837469539e-10,1.7925913837469539e-10,-0.03442617437050049,-0.14915191811917158
16429576800,3.962004289719818e-09,3.962004289719818e-09,-0.034421762620784155,-0.14855611951638165,3.0,2.090811147604933e-08,2.090811147604933e-08,-0.03441896516528067,-0.14566433397070744,4.333333333333333,0,0,0,1.4582059840309924e-10,1.4582059840309924e-10,-0.03442175958741695,-0.14921386756302846,1,1.4529037310832848e-10,1.4529037310832848e-10,-0.03442617997743113,-0.14915770526593342
16446204900,9.952298779962891e-08,9.952298779962891e-08,-0.03440978625136541,-0.1322361164596406,5.882352941176471,9.187862434986473e-07,9.187862434986473e-07,-0.03427455754295794,0.007339027548253041,8.62962962962963,0,0,0,6.351223099871881e-08,6.351223099871881e-08,-0.03441129889789448,-0.1383976862174029,22,6.34995848592902e-08,6.34995848592902e-08,-0.03441572263133025,-0.13836424258606117
16475049100,2.1280853499570614e-07,2.1280853499570614e-07,-0.0343879188030361,-0.11291944697590806,10.222222222222221,1.963382065839205e-06,8.530166532842973e-07,-0.034098940239905645,-0.0037003463743738433,8.426666666666666,0,0,0,4.713619411200582e-08,4.713619411200582e-08,-0.03441400229605761,-0.14119295556547468,10,4.713399489919797e-08,4.713399489919797e-08,-0.03441842395788981,-0.14115239429544332
16744833200,5.698933145595234e-09,5.698933145595234e-09,-0.03442147588807193,-0.14825971773291996,5.0,5.637450126634069e-08,5.637450126634069e-08,-0.03441311038882344,-0.1396121343234994,7.4,0,0,0,2.4788737468831193e-10,2.4788737468831193e-10,-0.034421742737971786,-0.14919644551316497,1,2.460399463441638e-10,2.460399463441638e-10,-0.034426163347569406,-0.14914054089266476
17433674100,1.6232090175232813e-07,1.6232090175232813e-07,-0.034395620507558504,-0.12153250387507873,9.5,1.2926090221222557e-06,1.146605341197982e-06,-0.03420903306962586,0.04643171267153578,8.411764705882353,0,0,0,1.8389202019216757e-08,1.8389202019216757e-08,-0.03441874792322961,-0.1460998562034083,6,1.8387104224823433e-08,1.8387104224823433e-08,-0.03442316895880165,-0.14604990746598148
19336384800,5.2486145761063696e-08,5.2486145761063696e-08,-0.034413751445793825,-0.14027480555497449,6.25,1.068053876496637e-07,1.068053876496637e-07,-0.03440478445057234,-0.13100544427150412,10.142857142857142,0,0,0,3.045692532729994e-08,3.045692532729994e-08,-0.034416755752520053,-0.1440399843737676,4,3.0453791009795935e-08,3.0453791009795935e-08,-0.03442117721505287,-0.14399414574470285
22981074400,3.0010746595360574e-08,3.0010746595360574e-08,-0.034417462457738045,-0.14411096755807432,4.714285714285714,5.086914950943246e-07,5.086914950943246e-07,-0.03433844206210508,-0.06242600791899476,6.793103448275862,0,0,0,3.3631564803122146e-09,3.3631564803122146e-09,-0.0344212284613592,-0.14866469193309023,7,3.36169834186622e-09,3.36169834186622e-09,-0.03442564907275286,-0.1486097364241116
23003412900,1.2374159155301406e-06,1.2374159155301406e-06,-0.03421812956760563,0.061943287984686984,10.76923076923077,1.0387597885813167e-05,1.0840696247731402e-06,-0.03270762177864682,0.035775390421144644,7.393939393939394,0,0,1,4.0257765066873293e-07,4.0257765066873293e-07,-0.034355325108933306,-0.08052170675110758,13,4.0189396858671177e-07,4.0189396858671177e-07,-0.03435986679364898,-0.08071310494081559
23029469600,4.921273452495146e-06,4.921273452495146e-06,-0.03361001427683269,0.6905642825301381,6.428571428571429,9.75720719198392e-05,4.08822136879712e-06,-0.01831526349908635,0.5484072799755327,5.564102564102564,0,0,0,1.2570064163415087e-07,1.2570064163415087e-07,-0.034401032675593995,-0.12778258078883797,7,1.2570026396801953e-07,1.2570026396801953e-07,-0.03440545570255415,-0.1277673175619934
23122476600,2.0308951302841914e-08,2.0308951302841914e-08,-0.03441969714568678,-0.14576095931252886,4.25,3.5340023345100817e-07,3.5340023345100817e-07,-0.03436471160042722,-0.08893579422423076,6.8,0,0,0,2.4227108468162357e-09,2.4227108468162357e-09,-0.034421383712536,-0.14882521910282154,5,2.4224948085151447e-09,2.4224948085151447e-09,-0.03442580409896675,-0.1487697454395737
23166985700,3.0519514480495654e-08,3.0519514480495654e-08,-0.03441927355095752,-0.1440041787593832,5.8,6.276377034122144e-08,6.276377034122144e-08,-0.03441395097717313,-0.1385063367849045,6.861111111111111,0,0,0,7.534581345734279e-08,7.534581345734279e-08,-0.034409345379756776,-0.1363777805129091,28,7.532058971718675e-08,7.532058971718675e-08,-0.03441377144017483,-0.13635033688626486
24279383300,3.709844726438947e-08,3.709844726438947e-08,-0.03441692560888351,-0.14289669465419183,4.0,1.4374036585112106e-07,1.4374036585112106e-07,-0.03439932153349852,-0.12470364986569907,8.25,0,0,0,1.5450084291986343e-09,1.5450084291986343e-09,-0.03442152860590184,-0.14897503646593982,2,1.544987437690196e-09,1.544987437690196e-09,-0.03442594894152805,-0.14891924348284172
24317720600,6.15062019636729e-08,6.15062019636729e-08,-0.03441226039400942,-0.1387336465801221,5.933333333333334,3.359999091414426e-07,3.359999091414426e-07,-0.03436694710032492,-0.09189238050186284,6.493333333333333,0,0,0,7.557750801844384e-08,7.557750801844384e-08,-0.03440930713102448,-0.1363382319512369,15,7.557092662982337e-08,7.557092662982337e-08,-0.03441373011922321,-0.1363076878102101
