node,first_ev-w_mean,first_ev-w-win99_mean,first_ev-w-std_mean,first_ev-w-win99-std_mean,first_deg_mean,second_ev-w_mean,second_ev-w-win99_mean,second_ev-w-std_mean,second_ev-w-win99-std_mean,second_deg_mean,first_dec,second_dec,third_dec,adv_ev-w,adv_ev-w-win99,adv_ev-w-std,adv_ev-w-win99-std,adv_deg,adv_ev-w_d,adv_ev-w-win99_d,adv_ev-w-std_d,adv_ev-w-win99-std_d
10339832500,3.295686406598382e-08,3.295686406598382e-08,-0.03550497266121466,-0.13874370035801536,11.0,9.809506910358775e-08,9.809506910358775e-08,-0.03549463316733048,-0.12536830822787223,7.05,0,0,0,3.459924067531199e-09,3.459924067531199e-09,-0.035508948417558625,-0.1448004436573698,4,3.459924067531199e-09,3.459924067531199e-09,-0.035508948417558625,-0.1448004436573698
11541201900,5.465809044597302e-08,5.465809044597302e-08,-0.03550152801440615,-0.13428762818768597,6.0,3.8420892114843595e-08,3.8420892114843595e-08,-0.03550410537146939,-0.13762175290184037,4.666666666666667,0,0,0,2.3739031773905094e-09,2.3739031773905094e-09,-0.03550912080685268,-0.14502346918482098,1,2.3739031773905094e-09,2.3739031773905094e-09,-0.03550912080685268,-0.14502346918482098
11639185900,1.8512604589341685e-09,1.8512604589341685e-09,-0.03550991016091255,-0.14513095042749868,5.0,9.950449333171937e-09,9.950449333171937e-09,-0.03550862456340823,-0.1434678737909153,7.4,0,0,0,1.00306743638684e-10,1.00306743638684e-10,-0.035509481705697024,-0.14549037552930472,1,1.00306743638684e-10,1.00306743638684e-10,-0.035509481705697024,-0.14549037552930472
12772232000,1.3623599448461809e-08,1.3623599448461809e-08,-0.03550804141491976,-0.1427135025864015,6.857142857142857,6.047606887257161e-08,6.047606887257161e-08,-0.0355006044457741,-0.1330928790621248,7.8108108108108105,0,0,0,4.335168096448789e-09,4.335168096448789e-09,-0.03550880948588461,-0.14462070331998778,7,4.335168096448789e-09,4.335168096448789e-09,-0.03550880948588461,-0.14462070331998778
12794227800,2.230462641834396e-09,2.230462641834396e-09,-0.03551055633081722,-0.14505314859450646,5.222222222222222,1.6388298272098045e-08,1.6388298272098045e-08,-0.035508309078995486,-0.14214630315911173,4.095238095238095,0,0,0,2.057569560486378e-09,2.057569560486378e-09,-0.035509171020001805,-0.14508843153720394,10,2.057569560486378e-09,2.057569560486378e-09,-0.035509171020001805,-0.14508843153720394
13004984200,2.002623627794904e-08,2.002623627794904e-08,-0.03550702517737715,-0.14139887487191638,8.6,1.7750544274485485e-07,1.7750544274485485e-07,-0.0354820282452202,-0.10906230450748554,5.914285714285715,0,0,0,2.3670972413472062e-09,2.3670972413472062e-09,-0.035509121887191485,-0.14502486685358557,5,2.3670972413472062e-09,2.3670972413472062e-09,-0.035509121887191485,-0.14502486685358557
13204605100,7.477382281827549e-08,7.477382281827549e-08,-0.03549974812142895,-0.13016029704111107,9.5,2.1953721105134477e-07,2.1953721105134477e-07,-0.03547677050392742,-0.10044102486411077,6.305555555555555,0,0,0,1.4751606361697343e-08,1.4751606361697343e-08,-0.03550715603478118,-0.14248158089669027,6,1.4751606361697343e-08,1.4751606361697343e-08,-0.03550715603478118,-0.14248158089669027
13604847500,2.74211972666793e-08,2.74211972666793e-08,-0.03550585138914977,-0.13988043592602903,3.5,5.624952987082618e-07,5.624952987082618e-07,-0.03542091820137996,-0.030009033883643586,11.571428571428571,0,0,0,1.0875241219138554e-09,1.0875241219138554e-09,-0.03550932499995732,-0.14528764031629215,2,1.0875241219138554e-09,1.0875241219138554e-09,-0.03550932499995732,-0.14528764031629215
13606852000,2.8394296791845807e-08,2.8394296791845807e-08,-0.035505696898554207,-0.13968058435585767,4.0,5.6471646666293405e-08,5.6471646666293405e-08,-0.0355012401348601,-0.13391521878095625,7.875,0,0,0,2.6287117423394285e-09,2.6287117423394285e-09,-0.03550908035986954,-0.14497114163282568,2,2.6287117423394285e-09,2.6287117423394285e-09,-0.03550908035986954,-0.14497114163282568
14035149900,3.512673070616708e-09,3.512673070616708e-09,-0.035511059355321395,-0.14479016261813515,5.8,6.420090589076753e-09,6.420090589076753e-09,-0.035510597874497604,-0.14419328289610017,5.222222222222222,0,0,0,6.072997612721868e-10,6.072997612721868e-10,-0.03550940122826865,-0.14538625931367913,7,6.072997612721868e-10,6.072997612721868e-10,-0.03550940122826865,-0.14538625931367913
14056961200,4.558043958619897e-08,4.558043958619897e-08,-0.03550296882357235,-0.1361514900972639,5.75,1.1845079565076815e-07,1.1845079565076815e-07,-0.03549140199270204,-0.12118838812229102,6.666666666666667,0,0,0,8.048117875474613e-09,8.048117875474613e-09,-0.0355082201115944,-0.14385821100479887,4,8.048117875474613e-09,8.048117875474613e-09,-0.0355082201115944,-0.14385821100479887
14419920600,2.935985426835692e-09,2.935985426835692e-09,-0.035511150900099,-0.1449085661932743,3.5,7.7303803509195e-08,7.7303803509195e-08,-0.03549934684315342,-0.12964118807591044,8.0,0,0,0,2.129972501757437e-10,2.129972501757437e-10,-0.03550946381779354,-0.14546723337809256,4,2.129972501757437e-10,2.129972501757437e-10,-0.03550946381779354,-0.14546723337809256
15061926000,9.086828884013339e-07,9.086828884013339e-07,-0.03536667340328099,0.04106101259424767,6.4,2.7313043007771683e-06,1.2928742977363458e-06,-0.03507737146506189,0.1199421899673083,7.612903225806452,0,0,0,1.8731865169441488e-07,1.8731865169441488e-07,-0.03547976364169489,-0.1070431683804897,11,1.8731865169441488e-07,1.8731865169441488e-07,-0.03547976364169489,-0.1070431683804897
15820477100,5.194247531158236e-08,5.194247531158236e-08,-0.03550195907207357,-0.13484525927613472,9.0,3.817812358686313e-07,3.817812358686313e-07,-0.03544960322582972,-0.0671166069835593,5.166666666666667,0,0,0,2.2733473242951476e-09,2.2733473242951476e-09,-0.03550913676856454,-0.14504411936050218,2,2.2733473242951476e-09,2.2733473242951476e-09,-0.03550913676856454,-0.14504411936050218
16028070900,1.4132805750298457e-08,1.4132805750298457e-08,-0.03550796067296271,-0.14260905231732765,7.333333333333333,8.253855334683875e-08,8.253855334683875e-08,-0.03549710251670081,-0.12856270722844987,9.047619047619047,0,0,0,1.275282912076554e-09,1.275282912076554e-09,-0.035509295196105864,-0.14524908212317655,3,1.275282912076554e-09,1.275282912076554e-09,-0.035509295196105864,-0.14524908212317655
16068434800,1.4985586808410214e-09,1.4985586808410214e-09,-0.035510672581660255,-0.14520352053423993,5.0,4.071252535479434e-09,4.071252535479434e-09,-0.035510264221858476,-0.14467530254656308,6.0,0,0,0,3.8267018426126156e-11,3.8267018426126156e-11,-0.035509491553559556,-0.145503116023124,2,3.8267018426126156e-11,3.8267018426126156e-11,-0.035509491553559556,-0.145503116023124
16401436200,9.737089410271259e-10,9.737089410271259e-10,-0.035513582043066996,-0.1453118187423236,2.6666666666666665,1.238686555858957e-08,1.238686555858957e-08,-0.035511770593803664,-0.1429694878750482,8.857142857142858,0,0,0,1.499724872439229e-10,1.499724872439229e-10,-0.03550947382201582,-0.14548017615950953,4,1.499724872439229e-10,1.499724872439229e-10,-0.03550947382201582,-0.14548017615950953
16429576800,2.7664215047863413e-09,2.7664215047863413e-09,-0.035509764895856416,-0.14494303284456872,3.0,1.3620036504571547e-08,1.3620036504571547e-08,-0.03550804208378558,-0.14271436602034696,4.333333333333333,0,0,0,1.0848531703813236e-10,1.0848531703813236e-10,-0.035509480407472926,-0.14548869597538197,1,1.0848531703813236e-10,1.0848531703813236e-10,-0.035509480407472926,-0.14548869597538197
16445447200,9.455573351144376e-09,9.455573351144376e-09,-0.03550870304873322,-0.1435694103848791,9.8,4.867002698073605e-08,4.867002698073605e-08,-0.035502478474334215,-0.13551716647198872,7.517241379310345,0,0,0,3.3246513568823467e-09,3.3246513568823467e-09,-0.03550896989004346,-0.14482822329578754,5,3.3246513568823467e-09,3.3246513568823467e-09,-0.03550896989004346,-0.14482822329578754
16446204900,8.672641451561724e-08,8.672641451561724e-08,-0.03549855701612871,-0.12770770202146767,5.923076923076923,7.637765513797339e-07,7.637765524782077e-07,-0.03539109413816134,0.011273123604153895,8.82089552238806,0,0,0,4.433043085660653e-08,4.433043085660653e-08,-0.03550246084639204,-0.13640726594174704,15,4.433043085660653e-08,4.433043085660653e-08,-0.03550246084639204,-0.13640726594174704
