node,first_ev-w_mean,first_ev-w-win99_mean,first_ev-w-std_mean,first_ev-w-win99-std_mean,first_deg_mean,second_ev-w_mean,second_ev-w-win99_mean,second_ev-w-std_mean,second_ev-w-win99-std_mean,second_deg_mean,first_dec,second_dec,third_dec,adv_ev-w,adv_ev-w-win99,adv_ev-w-std,adv_ev-w-win99-std,adv_deg,adv_ev-w_d,adv_ev-w-win99_d,adv_ev-w-std_d,adv_ev-w-win99-std_d
10339832500,1.644192517411432e-08,1.644192517411432e-08,-0.03333075554816877,-0.1410367430826022,11.5,1.2985387452660693e-07,1.2985387452660693e-07,-0.03330981765318911,-0.13090196987052427,9.547619047619047,0,0,0,6.366791387055286e-10,6.366791387055286e-10,-0.03333269341398175,-0.14244511116237368,5,6.366766218548645e-10,6.366766218548645e-10,-0.03333955495433551,-0.14247299623376436
11639185900,1.8367193385031735e-09,1.8367193385031735e-09,-0.03333296188628866,-0.1423398852783415,6.0,2.7486237253568824e-08,2.7486237253568824e-08,-0.03332822645237973,-0.14004773805051837,9.083333333333334,0,0,0,4.860073315145726e-11,4.860073315145726e-11,-0.03333280198706616,-0.1424976652641245,2,4.860068055247881e-11,4.860068055247881e-11,-0.03333966350466579,-0.14252553642187848
12772232000,3.073326966678894e-09,3.073326966678894e-09,-0.033332733579347525,-0.14222937596771884,7.333333333333333,5.191917230719584e-08,5.191917230719584e-08,-0.033323715621462247,-0.13786430877951047,9.036363636363637,0,0,0,3.423089273309387e-10,3.423089273309387e-10,-0.03333274776163592,-0.14247141779409978,9,3.4228572027019857e-10,3.4228572027019857e-10,-0.0333396092946466,-0.14249929785956134
12794227800,3.923996692127239e-09,3.923996692127239e-09,-0.03333453687648516,-0.1421614359916644,9.222222222222221,3.9179279568200106e-08,3.9179279568200106e-08,-0.033328028400724095,-0.13901111234290728,6.571428571428571,0,0,1,1.0671023329976058e-09,1.0671023329976058e-09,-0.0333326139477518,-0.14240664604592815,13,1.0670983549148663e-09,1.0670983549148663e-09,-0.03333947550469644,-0.14243454127032323
13004984200,3.3890598095429216e-09,3.3890598095429216e-09,-0.03333365542086647,-0.1422052002935993,7.5,4.682238222817451e-08,4.682238222817451e-08,-0.03332563696242484,-0.13832396306486738,6.358974358974359,0,0,0,2.0413678930474593e-10,2.0413678930474593e-10,-0.0333327732714575,-0.1424837656588273,8,2.0413495568771167e-10,2.0413495568771167e-10,-0.03333963479528363,-0.14251164059737714
13204605100,1.8127052263129495e-07,1.8127052263129495e-07,-0.033300815638786854,-0.12630949794594273,12.142857142857142,1.1955380412905862e-06,1.1955380412905862e-06,-0.033113566275990346,-0.03567372378158447,7.76,0,0,1,2.0950487777926535e-08,2.0950487777926535e-08,-0.033328943007846897,-0.1406297512442237,9,2.0950452860294923e-08,2.0950452860294923e-08,-0.03333580532445776,-0.14065811221978392
13604847500,1.14067352496638e-10,1.14067352496638e-10,-0.03333376996911775,-0.14249584276182992,2.5,2.9965839607614424e-09,2.9965839607614424e-09,-0.0333332378044705,-0.14223825392501244,7.8,0,0,0,3.4533515658712846e-12,3.4533515658712846e-12,-0.03333281032233306,-0.1425016998963491,3,3.4533498449948015e-12,3.4533498449948015e-12,-0.03333967183821136,-0.14252956999829544
13610607000,1.6570574141601772e-09,1.6570574141601772e-09,-0.03333299505539127,-0.14235594046187994,3.3333333333333335,4.1893639691616356e-08,4.1893639691616356e-08,-0.03332556654633597,-0.1387602327053147,12.75,0,0,0,9.134108190402498e-11,9.134108190402498e-11,-0.03333279409619404,-0.14249384573833337,3,9.13407711096462e-11,9.13407711096462e-11,-0.033339655615462,-0.1425217179143692
14035149900,1.9841533861947983e-08,1.9841533861947983e-08,-0.033330618032322255,-0.1407349908282099,6.5,1.9985771018709552e-07,1.9985771018709552e-07,-0.03329738428117675,-0.12464859800760093,6.181818181818182,0,0,0,1.1568548684756548e-09,1.1568548684756548e-09,-0.03333259737732596,-0.14239862523809477,8,1.1568543882249299e-09,1.1568543882249299e-09,-0.033339458937028256,-0.14242652223988297
14056961200,2.906740886518882e-08,2.906740886518882e-08,-0.03332793453028065,-0.1399064354959436,6.666666666666667,2.7817437497187533e-07,2.7817437497187533e-07,-0.03328194420881895,-0.11764520456527176,9.6,0,0,0,9.502986407158947e-10,9.502986407158947e-10,-0.03333263551245647,-0.1424170843022407,3,9.502984017198512e-10,9.502984017198512e-10,-0.03333949706428187,-0.14244497647278875
