node,first_ev-w_mean,first_ev-w-win99_mean,first_ev-w-std_mean,first_ev-w-win99-std_mean,first_deg_mean,second_ev-w_mean,second_ev-w-win99_mean,second_ev-w-std_mean,second_ev-w-win99-std_mean,second_deg_mean,first_dec,second_dec,third_dec,adv_ev-w,adv_ev-w-win99,adv_ev-w-std,adv_ev-w-win99-std,adv_deg,adv_ev-w_d,adv_ev-w-win99_d,adv_ev-w-std_d,adv_ev-w-win99-std_d
10339832500,1.0032691700619005e-07,1.0032691700619005e-07,-0.03326222003399972,-0.14158884487190396,11.75,2.16596348393036e-07,2.16596348393036e-07,-0.03324233648072224,-0.12245636415069883,8.186046511627907,0,0,0,8.665128493548153e-09,8.665128493548153e-09,-0.03327732529786203,-0.15667422303186748,4,8.659363513928573e-09,8.659363513928573e-09,-0.033282434249510905,-0.15663547504628875
11541201900,2.4672386458133376e-07,2.4672386458133376e-07,-0.03323718429754443,-0.11749879960874221,10.0,1.1385253424985604e-07,1.1385253424985604e-07,-0.0332599069869408,-0.13936317275591742,5.7,0,0,0,9.57535888854623e-09,9.57535888854623e-09,-0.033277169634212844,-0.15652442201842268,1,9.575039697032039e-09,9.575039697032039e-09,-0.03328227767864318,-0.15648495709010968
11639185900,1.3779541852580658e-08,1.3779541852580658e-08,-0.03327702086012117,-0.15583058348899473,5.0,7.452003428677223e-08,7.452003428677223e-08,-0.0332666334624792,-0.14583555493965555,9.2,0,0,0,7.108723643626528e-10,7.108723643626528e-10,-0.03327868560020131,-0.15798329339020695,1,7.106669521447032e-10,7.106669521447032e-10,-0.033283793391903065,-0.1579420740196422
12772232000,4.005222865269725e-08,4.005222865269725e-08,-0.033272527583454475,-0.1515070415319444,6.875,1.4580055540948376e-07,1.4580055540948376e-07,-0.03325444327303874,-0.1341058402484479,8.104166666666666,0,1,0,1.4099118457134151e-08,1.4099118457134151e-08,-0.033276396000497324,-0.1557799250518535,8,1.4008004954273395e-08,1.4008004954273395e-08,-0.033281519688832244,-0.15575627059302152
12794227800,3.435663230292529e-08,3.435663230292529e-08,-0.03327578105740193,-0.15243646033147457,7.75,8.755614241869754e-08,8.755614241869754e-08,-0.03326668388595047,-0.14368697417358942,4.685714285714286,0,0,0,5.1455506431614415e-08,5.1455506431614415e-08,-0.033270007473258166,-0.1496320038134878,12,5.144679787909069e-08,5.144679787909069e-08,-0.033275118054277464,-0.1496021183972582
13004984200,1.6806127621321635e-08,1.6806127621321635e-08,-0.033277073467976606,-0.15533062939308578,9.2,6.349282531258165e-08,6.349282531258165e-08,-0.03326908958469057,-0.14764921484633614,6.052631578947368,0,0,0,3.571511557435367e-09,3.571511557435367e-09,-0.03327819638610976,-0.15751250417840176,6,3.5710908355009406e-09,3.5710908355009406e-09,-0.033283304289906376,-0.15747188033690457
13204605100,3.808633922005239e-07,3.808633922005239e-07,-0.033214812025606825,-0.09542812982259687,11.5,8.105272085195917e-07,8.105272085195917e-07,-0.03314133529816843,-0.024735035992641027,7.28125,0,0,0,1.4568863945778808e-07,1.4568863945778808e-07,-0.03325389213208598,-0.13412360186935118,7,1.456679918509307e-07,1.456679918509307e-07,-0.03325900723434976,-0.13411413060519262
13604847500,1.346158839773398e-07,1.346158839773398e-07,-0.0332563562652318,-0.13594657136578914,3.0,4.4014674496773884e-06,4.4014674496773884e-06,-0.03252667031577813,0.566176551501045,13.333333333333334,0,0,0,4.004902882481002e-09,4.004902882481002e-09,-0.0332781222694075,-0.15744117887431747,2,4.004562454429791e-09,4.004562454429791e-09,-0.03328323017087963,-0.15740062669577387
13606852000,9.488354775696187e-08,9.488354775696187e-08,-0.03326315092489735,-0.14248456364476808,3.5,1.051336320370305e-07,1.051336320370305e-07,-0.033261398029966575,-0.1407978818403879,8.857142857142858,0,0,0,8.37664666601909e-09,8.37664666601909e-09,-0.03327737463277135,-0.15672169987988502,2,8.37647767761604e-09,8.37647767761604e-09,-0.033282482619973824,-0.1566819755436255
13610607000,1.8262293716743305e-08,1.8262293716743305e-08,-0.033276254235269184,-0.15509291789708418,4.5,1.0013065675089028e-07,1.0013065675089028e-07,-0.03326225370272405,-0.14162123543069435,8.285714285714286,0,0,0,1.8802986880003223e-09,1.8802986880003223e-09,-0.03327848560999005,-0.15779083525060555,2,1.880009609946954e-09,1.880009609946954e-09,-0.03328359344677183,-0.15774985861623522
