="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)",="(56)",="(57)",="(58)",="(59)",="(60)",="(61)",="(62)",="(63)",="(64)",="(65)",="(66)",="(67)",="(68)",="(69)",="(70)",="(71)",="(72)",="(73)",="(74)",="(75)",="(76)",="(77)",="(78)",="(79)",="(80)",="(81)",="(82)",="(83)",="(84)",="(85)",="(86)",="(87)",="(88)",="(89)",="(90)",="(91)",="(92)",="(93)",="(94)",="(95)",="(96)",="(97)",="(98)",="(99)",="(100)"
="",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd"
="adv_evwwin99std",="-0.785",="0.0659",="-0.690",="-2.483",="-0.591",="-0.363",="-0.619",="0.626",="-1.241",="0.610",="-0.331",="-3.167",="-0.420",="1.235",="-1.301",="-0.453",="0.820",="-1.287",="0.333",="1.987",="-1.791",="-1.010",="-1.000",="0.837",="-2.353",="1.284",="2.782",="0.563",="0.376",="-0.0160",="-0.413",="-0.935",="1.888",="-0.862",="3.887",="0.713",="-2.594",="-0.785",="-1.791",="-1.550",="-0.101",="1.157",="1.311",="-0.959",="-0.162",="-0.507",="1.923",="0.661",="-0.848",="-0.123",="-1.277",="-0.297",="1.026",="-0.347",="-0.0599",="-1.063",="0.374",="0.834",="0.110",="-0.330",="-0.388",="0.798",="-2.364",="-0.747",="0.586",="0.835",="0.820",="0.109",="1.098",="0.695",="0.626",="4.206",="1.887",="-0.747",="-0.279",="1.463",="0.0978",="-2.233",="-1.005",="-0.0912",="-0.816",="0.438",="1.098",="0.403",="0.253",="1.157",="-1.123",="0.729",="-0.0357",="-0.578",="-0.0922",="2.629",="-0.479",="-0.403",="-0.820",="0.886",="-0.251",="-1.435",="-1.371",="-0.393"
="",="0.175",="0.870",="0.537",="0.087",="0.644",="0.609",="0.530",="0.463",="0.002",="0.447",="0.386",="0.448",="0.400",="0.005",="0.185",="0.581",="0.487",="0.008",="0.535",="0.001",="0.431",="0.438",="0.224",="0.080",="0.368",="0.532",="0.296",="0.211",="0.584",="0.976",="0.529",="0.403",="0.318",="0.259",="0.144",="0.511",="0.401",="0.390",="0.431",="0.284",="0.942",="0.246",="0.236",="0.253",="0.749",="0.312",="0.127",="0.162",="0.436",="0.821",="0.013",="0.250",="0.506",="0.848",="0.939",="0.546",="0.440",="0.055",="0.867",="0.348",="0.670",="0.116",="0.041",="0.089",="0.699",="0.005",="0.371",="0.832",="0.284",="0.223",="0.388",="0.229",="0.113",="0.089",="0.621",="0.418",="0.924",="0.355",="0.040",="0.741",="0.230",="0.669",="0.284",="0.524",="0.642",="0.246",="0.120",="0.603",="0.929",="0.098",="0.949",="0.006",="0.535",="0.520",="0.336",="0.667",="0.536",="0.214",="0.272",="0.216"
="adv_euclid",="0.00420",="0.00370",="-0.00489",="-0.0329",="-0.0208",="-0.0110",="-0.00513",="-0.00727",="-0.0223",="-0.00507",="-0.0110",="-0.00387",="0.00595",="-0.00562",="0.000292",="0.00423",="0.00386",="-0.00751",="0.000608",="-0.0130",="0.00375",="-0.0145",="0.00377",="0.00247",="-0.00688",="0.00725",="-0.00265",="-0.0202",="0.00685",="-0.00475",="-0.0000700",="0.00945",="-0.00775",="-0.0136",="-0.0106",="0.0329",="-0.0119",="0.0205",="0.00375",="-0.0135",="-0.000376",="0.00228",="-0.00469",="0.00847",="-0.00992",="-0.0101",="-0.00493",="-0.00105",="0.00893",="0.00365",="-0.00482",="0.00819",="-0.00511",="0.0137",="-0.00178",="-0.00433",="0.00810",="0.00631",="-0.0117",="0.00787",="-0.0178",="-0.00861",="-0.00972",="-0.0238",="-0.0125",="0.00000347",="0.00723",="0.00213",="-0.000237",="0.0134",="-0.0116",="0.0118",="-0.00501",="-0.0238",="0.00755",="-0.000426",="0.0214",="0.00327",="0.00655",="0.0147",="-0.00501",="-0.00485",="-0.000237",="0.00110",="0.0123",="0.00228",="0.0128",="0.0187",="-0.00792",="0.000504",="0.00341",="-0.00605",="0.00157",="-0.0109",="0.0115",="0.000887",="-0.00739",="-0.00824",="-0.00289",="-0.0130"
="",="0.441",="0.610",="0.467",="0.075",="0.042",="0.004",="0.541",="0.022",="0.001",="0.565",="0.132",="0.553",="0.550",="0.522",="0.960",="0.441",="0.753",="0.434",="0.882",="0.092",="0.637",="0.112",="0.571",="0.688",="0.134",="0.295",="0.906",="0.002",="0.429",="0.176",="0.983",="0.130",="0.109",="0.057",="0.202",="0.000",="0.275",="0.097",="0.637",="0.443",="0.953",="0.657",="0.469",="0.023",="0.317",="0.000",="0.754",="0.934",="0.313",="0.411",="0.261",="0.231",="0.497",="0.255",="0.586",="0.562",="0.151",="0.018",="0.121",="0.043",="0.134",="0.050",="0.203",="0.042",="0.281",="0.999",="0.531",="0.509",="0.982",="0.004",="0.534",="0.334",="0.529",="0.042",="0.345",="0.975",="0.006",="0.472",="0.246",="0.088",="0.598",="0.321",="0.982",="0.822",="0.224",="0.657",="0.288",="0.067",="0.264",="0.958",="0.796",="0.282",="0.836",="0.312",="0.119",="0.915",="0.393",="0.339",="0.616",="0.019"
="2.stu_sex",="-0.0407",="-0.0978",="-0.590",="0.206",="0.598",="-0.179",="0.466",="0.196",="0.364",="0.240",="0.0622",="0.537",="0.579",="0.403",="-0.347",="-0.0165",="0.282",="0.584",="-0.289",="-0.351",="0.993",="-0.543",="0.0578",="-0.642",="0.169",="0.0502",="1.008",="-0.766",="0.646",="0.151",="-0.686",="-0.335",="-0.532",="0.776",="0.0625",="-0.703",="-0.246",="-0.00371",="0.993",="0.401",="0.287",="0.361",="0.252",="0.205",="0.00535",="0.597",="0.455",="0.00838",="0.193",="0.568",="0.265",="0.621",="-0.0340",="-0.448",="0.393",="-0.692",="0.332",="0.830",="0.179",="-0.371",="-0.00836",="0.0184",="-0.188",="-0.0881",="-0.0767",="0.864",="0.625",="0.705",="0.616",="0.308",="0.492",="0.0705",="0.0200",="-0.0881",="0.114",="0.120",="0.655",="0.00728",="0.0499",="0.544",="0.227",="0.247",="0.616",="-0.0989",="0.297",="0.361",="0.326",="0.289",="-0.0483",="-0.0536",="-0.390",="-0.546",="0.494",="0.985",="-0.607",="-0.0105",="0.0594",="-0.0526",="0.475",="0.160"
="",="0.908",="0.819",="0.138",="0.664",="0.210",="0.705",="0.371",="0.657",="0.445",="0.592",="0.882",="0.233",="0.261",="0.505",="0.458",="0.966",="0.535",="0.288",="0.539",="0.432",="0.053",="0.258",="0.881",="0.243",="0.668",="0.921",="0.120",="0.169",="0.167",="0.730",="0.068",="0.591",="0.221",="0.155",="0.902",="0.193",="0.530",="0.993",="0.053",="0.270",="0.585",="0.591",="0.640",="0.672",="0.991",="0.196",="0.381",="0.984",="0.621",="0.284",="0.592",="0.239",="0.944",="0.345",="0.372",="0.135",="0.345",="0.013",="0.591",="0.501",="0.979",="0.959",="0.684",="0.825",="0.881",="0.038",="0.230",="0.064",="0.170",="0.559",="0.327",="0.907",="0.961",="0.825",="0.805",="0.782",="0.326",="0.989",="0.900",="0.244",="0.665",="0.622",="0.170",="0.824",="0.471",="0.591",="0.657",="0.469",="0.893",="0.904",="0.327",="0.319",="0.229",="0.036",="0.120",="0.981",="0.854",="0.889",="0.272",="0.738"
="school_rankw",="-0.00249",="-0.00604",="-0.00326",="-0.00165",="-0.00424",="-0.00182",="-0.00538",="-0.00387",="-0.00501",="-0.00352",="-0.00599",="-0.000576",="-0.00249",="-0.00545",="-0.00298",="-0.00324",="-0.00427",="-0.00277",="-0.00438",="-0.00271",="-0.00374",="-0.00381",="-0.00230",="-0.00373",="-0.00411",="-0.00454",="-0.00288",="-0.000777",="-0.00309",="-0.00392",="-0.00463",="-0.00248",="-0.00333",="-0.00362",="-0.00397",="-0.00347",="-0.00345",="-0.00429",="-0.00374",="-0.00299",="-0.00203",="-0.00311",="-0.00328",="-0.00272",="-0.00477",="-0.00468",="-0.00519",="-0.00464",="-0.00349",="-0.00502",="-0.00419",="-0.00335",="-0.00330",="-0.00184",="-0.00477",="-0.00392",="-0.00185",="-0.00395",="-0.00338",="-0.00317",="-0.00334",="-0.00326",="-0.00324",="-0.00223",="-0.00495",="-0.00385",="-0.00406",="-0.00446",="-0.00445",="-0.00339",="-0.00237",="-0.00266",="-0.00304",="-0.00223",="-0.00434",="-0.00290",="-0.00292",="-0.00182",="-0.00165",="-0.00418",="-0.00494",="-0.00405",="-0.00445",="-0.00376",="-0.00178",="-0.00311",="-0.00411",="-0.00536",="-0.00469",="-0.00302",="-0.00271",="-0.00294",="-0.00297",="-0.00342",="-0.00377",="-0.00510",="-0.00448",="-0.00424",="-0.00248",="-0.00280"
="",="0.019",="0.000",="0.027",="0.228",="0.000",="0.155",="0.000",="0.001",="0.002",="0.002",="0.000",="0.709",="0.026",="0.000",="0.005",="0.002",="0.000",="0.030",="0.002",="0.006",="0.004",="0.009",="0.039",="0.003",="0.008",="0.001",="0.058",="0.461",="0.002",="0.001",="0.000",="0.039",="0.003",="0.002",="0.003",="0.023",="0.012",="0.000",="0.004",="0.001",="0.215",="0.006",="0.011",="0.037",="0.000",="0.000",="0.000",="0.002",="0.002",="0.000",="0.000",="0.002",="0.005",="0.045",="0.000",="0.020",="0.085",="0.016",="0.020",="0.006",="0.016",="0.018",="0.020",="0.108",="0.000",="0.002",="0.002",="0.000",="0.010",="0.015",="0.111",="0.001",="0.019",="0.108",="0.000",="0.036",="0.004",="0.132",="0.101",="0.004",="0.001",="0.001",="0.010",="0.003",="0.110",="0.006",="0.055",="0.000",="0.000",="0.085",="0.014",="0.036",="0.047",="0.004",="0.012",="0.000",="0.003",="0.001",="0.024",="0.027"
