="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)",="(56)",="(57)",="(58)",="(59)",="(60)",="(61)",="(62)",="(63)",="(64)",="(65)",="(66)",="(67)",="(68)",="(69)",="(70)",="(71)",="(72)",="(73)",="(74)",="(75)",="(76)",="(77)",="(78)",="(79)",="(80)",="(81)",="(82)",="(83)",="(84)",="(85)",="(86)",="(87)",="(88)",="(89)",="(90)",="(91)",="(92)",="(93)",="(94)",="(95)",="(96)",="(97)",="(98)",="(99)",="(100)"
="",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd"
="adv_evwwin99std",="0.175",="-1.893",="0.0160",="-0.0388",="0.283",="-0.184",="-0.792",="-2.130",="0.494",="-1.417",="0.824",="1.026",="0.292",="-0.324",="-0.380",="0.222",="-0.499",="-0.00497",="-2.106",="0.859",="-0.0929",="3.747",="-0.303",="-0.00738",="0.595",="-1.035",="-0.810",="0.610",="1.343",="1.157",="1.026",="0.253",="0.333",="0.759",="0.0812",="-0.133",="0.340",="-1.276",="1.406",="0.980",="-1.623",="0.654",="5.290",="1.474",="2.068",="-0.363",="1.114",="0.475",="0.442",="1.722",="-0.927",="0.405",="0.232",="0.993",="2.213",="-1.010",="-0.570",="-0.575",="-0.959",="0.104",="1.762",="-1.035",="0.292",="-0.0856",="-1.141",="-1.343",="-0.872",="2.939",="-0.258",="-0.751",="-0.295",="-0.816",="-1.159",="-0.125",="1.409",="-1.599",="0.203",="-0.238",="3.812",="1.186",="0.687",="0.0571",="-0.706",="0.456",="0.263",="1.195",="-0.458",="-0.480",="0.104",="0.601",="-0.928",="-0.993",="2.267",="1.694",="0.0923",="0.786",="-0.808",="-3.687",="-0.959",="0.446"
="",="0.525",="0.311",="0.974",="0.941",="0.803",="0.862",="0.278",="0.405",="0.121",="0.244",="0.816",="0.702",="0.397",="0.346",="0.406",="0.668",="0.500",="0.988",="0.237",="0.198",="0.894",="0.210",="0.784",="0.984",="0.495",="0.164",="0.000",="0.447",="0.070",="0.246",="0.702",="0.642",="0.535",="0.447",="0.945",="0.630",="0.896",="0.642",="0.051",="0.098",="0.287",="0.889",="0.158",="0.023",="0.012",="0.609",="0.096",="0.499",="0.472",="0.115",="0.238",="0.755",="0.894",="0.322",="0.294",="0.438",="0.341",="0.651",="0.253",="0.803",="0.090",="0.164",="0.397",="0.867",="0.010",="0.463",="0.084",="0.142",="0.357",="0.397",="0.486",="0.230",="0.114",="0.852",="0.274",="0.334",="0.606",="0.698",="0.214",="0.258",="0.300",="0.935",="0.178",="0.425",="0.811",="0.066",="0.713",="0.444",="0.803",="0.179",="0.076",="0.179",="0.385",="0.044",="0.785",="0.275",="0.378",="0.123",="0.131",="0.666"
="adv_euclid",="0.00760",="-0.00187",="-0.00365",="-0.00293",="0.00193",="-0.00758",="-0.0106",="-0.0247",="-0.00304",="0.0112",="0.0170",="-0.00725",="-0.0105",="-0.000901",="-0.0111",="-0.0106",="-0.0000863",="0.0119",="-0.00792",="-0.00105",="-0.00625",="0.0132",="-0.0157",="0.00504",="-0.00222",="0.00472",="0.00835",="-0.00507",="-0.00863",="0.00228",="-0.00725",="0.0123",="0.000608",="0.00265",="0.00858",="0.00303",="0.0106",="0.00926",="-0.00131",="-0.00272",="-0.00309",="0.00725",="0.00876",="-0.00958",="0.0188",="-0.0110",="0.00929",="-0.00163",="0.00592",="-0.00231",="0.00502",="0.0121",="-0.000709",="-0.00178",="0.0259",="-0.0145",="0.0313",="-0.00350",="0.00847",="-0.0182",="0.00327",="0.00472",="-0.0105",="0.0101",="-0.00162",="-0.0153",="-0.00823",="0.0117",="0.00121",="-0.0107",="-0.00342",="-0.00501",="-0.0127",="0.0115",="0.00301",="-0.00878",="-0.000483",="-0.0230",="0.000696",="-0.00457",="0.0123",="-0.00955",="-0.000491",="-0.00166",="-0.0127",="0.00780",="-0.0151",="0.000198",="-0.0182",="0.00290",="-0.00477",="0.00935",="0.0183",="0.00739",="-0.00791",="-0.000555",="0.00757",="-0.0141",="-0.00331",="-0.00789"
="",="0.136",="0.571",="0.515",="0.775",="0.818",="0.474",="0.250",="0.111",="0.584",="0.066",="0.048",="0.156",="0.012",="0.902",="0.507",="0.122",="0.990",="0.009",="0.264",="0.841",="0.375",="0.462",="0.110",="0.427",="0.627",="0.418",="0.193",="0.565",="0.017",="0.657",="0.156",="0.224",="0.882",="0.744",="0.382",="0.617",="0.495",="0.417",="0.713",="0.822",="0.680",="0.002",="0.296",="0.045",="0.323",="0.004",="0.058",="0.782",="0.577",="0.347",="0.469",="0.272",="0.947",="0.551",="0.300",="0.112",="0.006",="0.589",="0.023",="0.013",="0.567",="0.418",="0.012",="0.299",="0.826",="0.385",="0.169",="0.299",="0.794",="0.220",="0.668",="0.598",="0.085",="0.015",="0.583",="0.047",="0.950",="0.024",="0.864",="0.214",="0.263",="0.061",="0.907",="0.724",="0.279",="0.145",="0.104",="0.981",="0.013",="0.589",="0.504",="0.258",="0.153",="0.671",="0.566",="0.952",="0.408",="0.362",="0.704",="0.307"
="2.stu_sex",="-0.0240",="0.206",="-0.179",="0.937",="0.575",="-0.201",="0.324",="0.967",="0.732",="-0.647",="0.501",="0.622",="-0.0709",="0.0458",="-0.465",="0.0666",="-0.0502",="0.593",="0.893",="0.657",="-0.380",="0.295",="0.795",="-0.513",="0.111",="-0.550",="0.0782",="0.240",="0.160",="0.361",="0.622",="0.297",="-0.289",="0.323",="0.536",="-0.0808",="0.398",="0.388",="0.502",="0.582",="0.126",="0.741",="-0.277",="0.600",="0.0305",="-0.179",="-0.412",="1.058",="0.337",="-0.0140",="0.141",="0.410",="-0.0418",="0.500",="-0.343",="-0.543",="0.252",="0.218",="0.205",="-1.074",="0.864",="-0.550",="-0.0709",="0.00674",="-0.146",="0.353",="-0.374",="-0.339",="0.246",="-0.413",="-0.303",="0.227",="-0.0350",="-0.648",="-0.252",="-0.223",="-0.280",="0.865",="-0.0578",="-0.0921",="0.584",="-0.514",="0.196",="1.026",="-0.469",="0.209",="0.236",="0.284",="-1.074",="0.0283",="-0.0182",="0.145",="-0.253",="-0.417",="0.0595",="0.374",="0.0501",="0.0847",="0.0452",="0.248"
="",="0.964",="0.678",="0.676",="0.054",="0.244",="0.674",="0.542",="0.115",="0.151",="0.216",="0.287",="0.165",="0.871",="0.927",="0.336",="0.879",="0.908",="0.206",="0.052",="0.174",="0.438",="0.479",="0.075",="0.121",="0.809",="0.351",="0.880",="0.592",="0.711",="0.591",="0.165",="0.471",="0.539",="0.514",="0.309",="0.845",="0.350",="0.362",="0.186",="0.247",="0.808",="0.074",="0.621",="0.191",="0.950",="0.705",="0.333",="0.021",="0.442",="0.970",="0.741",="0.467",="0.927",="0.173",="0.445",="0.258",="0.642",="0.635",="0.672",="0.026",="0.084",="0.351",="0.871",="0.990",="0.749",="0.515",="0.463",="0.432",="0.520",="0.374",="0.561",="0.665",="0.939",="0.197",="0.598",="0.639",="0.515",="0.120",="0.860",="0.853",="0.054",="0.234",="0.646",="0.012",="0.256",="0.658",="0.581",="0.524",="0.026",="0.946",="0.961",="0.780",="0.521",="0.212",="0.910",="0.394",="0.904",="0.880",="0.935",="0.476"
="school_rankw",="-0.00248",="-0.00157",="-0.00160",="-0.00239",="-0.00402",="-0.00355",="-0.00549",="-0.00384",="-0.00284",="-0.00352",="-0.00222",="-0.00414",="-0.00196",="-0.00248",="-0.00397",="-0.00414",="-0.00171",="-0.00411",="-0.00235",="-0.00299",="-0.00571",="-0.00354",="-0.00294",="-0.00356",="-0.00335",="-0.00475",="-0.00470",="-0.00352",="-0.00473",="-0.00311",="-0.00414",="-0.00178",="-0.00438",="-0.00318",="-0.00251",="-0.00269",="-0.00226",="-0.00535",="-0.00240",="-0.00279",="-0.00249",="-0.00297",="-0.00682",="-0.00500",="-0.00338",="-0.00182",="-0.00146",="-0.00343",="-0.00500",="-0.00322",="-0.00288",="-0.00318",="-0.00474",="-0.00408",="-0.00352",="-0.00381",="-0.00394",="-0.00319",="-0.00272",="-0.00228",="-0.00348",="-0.00475",="-0.00196",="-0.00285",="-0.00264",="-0.00534",="-0.00168",="-0.00420",="-0.00243",="-0.00345",="-0.00374",="-0.00494",="-0.00149",="-0.00384",="-0.00405",="-0.00255",="-0.00324",="-0.00540",="-0.00529",="-0.00234",="-0.00552",="-0.00257",="-0.000521",="-0.00392",="-0.00436",="-0.00425",="-0.00288",="-0.00312",="-0.00228",="-0.00154",="-0.00342",="-0.00392",="-0.00460",="-0.00272",="-0.00142",="-0.00315",="-0.000510",="-0.00387",="-0.00370",="-0.00371"
="",="0.029",="0.201",="0.151",="0.017",="0.000",="0.002",="0.000",="0.001",="0.015",="0.022",="0.035",="0.026",="0.093",="0.037",="0.000",="0.004",="0.184",="0.000",="0.106",="0.006",="0.000",="0.004",="0.011",="0.003",="0.002",="0.000",="0.000",="0.002",="0.001",="0.006",="0.026",="0.110",="0.002",="0.035",="0.043",="0.002",="0.065",="0.000",="0.028",="0.043",="0.032",="0.047",="0.002",="0.004",="0.011",="0.155",="0.280",="0.011",="0.000",="0.005",="0.018",="0.017",="0.019",="0.001",="0.005",="0.009",="0.004",="0.003",="0.037",="0.008",="0.020",="0.000",="0.093",="0.108",="0.053",="0.000",="0.138",="0.002",="0.013",="0.000",="0.001",="0.001",="0.103",="0.000",="0.000",="0.030",="0.001",="0.000",="0.000",="0.089",="0.000",="0.058",="0.559",="0.000",="0.000",="0.010",="0.051",="0.014",="0.008",="0.102",="0.021",="0.029",="0.003",="0.069",="0.081",="0.007",="0.653",="0.009",="0.005",="0.002"
