="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)",="(56)",="(57)",="(58)",="(59)",="(60)",="(61)",="(62)",="(63)",="(64)",="(65)",="(66)",="(67)",="(68)",="(69)",="(70)",="(71)",="(72)",="(73)",="(74)",="(75)",="(76)",="(77)",="(78)",="(79)",="(80)",="(81)",="(82)",="(83)",="(84)",="(85)",="(86)",="(87)",="(88)",="(89)",="(90)",="(91)",="(92)",="(93)",="(94)",="(95)",="(96)",="(97)",="(98)",="(99)",="(100)"
="",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd"
="adv_evwwin99std",="-0.408",="-0.295",="0.887",="1.029",="-0.499",="-0.239",="-0.294",="-1.333",="1.254",="-2.895",="-0.412",="-0.457",="-0.279",="0.540",="1.086",="-0.281",="0.203",="-2.962",="-1.022",="-0.834",="-0.149",="0.0546",="0.255",="-0.556",="0.303",="0.0743",="1.026",="0.329",="0.522",="-5.562",="0.175",="0.332",="0.695",="0.0250",="0.295",="-0.390",="-0.148",="1.069",="-0.0703",="0.267",="-0.141",="-0.823",="-2.265",="-0.719",="-0.412",="0.420",="1.320",="0.553",="5.382",="-0.177",="-1.228",="-0.120",="-0.695",="0.734",="-0.839",="-0.734",="0.0702",="-0.0725",="0.563",="-3.167",="-0.312",="-1.668",="1.511",="-0.548",="-0.0160",="1.371",="-0.0675",="-0.0105",="0.420",="0.882",="-0.934",="1.318",="0.759",="0.343",="2.187",="-1.581",="-0.142",="-0.848",="0.475",="0.0829",="3.314",="0.571",="-0.582",="-0.447",="0.0582",="-1.420",="-0.548",="1.082",="1.356",="0.819",="1.015",="-1.216",="-0.181",="-0.372",="-2.265",="-0.291",="-0.859",="-1.671",="-0.0105",="0.963"
="",="0.533",="0.705",="0.767",="0.048",="0.717",="0.553",="0.650",="0.177",="0.081",="0.017",="0.227",="0.458",="0.621",="0.327",="0.216",="0.656",="0.603",="0.419",="0.160",="0.046",="0.949",="0.920",="0.761",="0.289",="0.650",="0.738",="0.506",="0.384",="0.450",="0.087",="0.660",="0.670",="0.223",="0.969",="0.763",="0.604",="0.947",="0.174",="0.971",="0.674",="0.795",="0.225",="0.212",="0.598",="0.180",="0.732",="0.057",="0.165",="0.095",="0.564",="0.038",="0.819",="0.095",="0.293",="0.283",="0.498",="0.906",="0.944",="0.211",="0.448",="0.931",="0.043",="0.548",="0.719",="0.976",="0.067",="0.879",="0.981",="0.505",="0.135",="0.294",="0.241",="0.447",="0.029",="0.106",="0.119",="0.747",="0.436",="0.499",="0.877",="0.351",="0.167",="0.392",="0.477",="0.860",="0.090",="0.444",="0.136",="0.410",="0.058",="0.489",="0.024",="0.752",="0.395",="0.212",="0.486",="0.024",="0.550",="0.981",="0.118"
="adv_euclid",="-0.000702",="-0.00239",="0.00124",="-0.00407",="0.00101",="0.00822",="0.00288",="-0.00142",="0.00877",="0.0193",="-0.00630",="-0.00279",="0.00755",="0.00345",="0.00224",="0.0112",="0.00526",="-0.0375",="0.00685",="-0.000121",="0.00785",="-0.0178",="0.000495",="0.0115",="0.00733",="0.00489",="-0.00511",="0.00370",="-0.00520",="0.00591",="0.00968",="0.00177",="0.0134",="0.0124",="0.000831",="0.0183",="-0.00126",="-0.00664",="-0.00452",="0.00734",="0.00978",="0.0286",="-0.00126",="0.0129",="-0.00717",="0.0185",="-0.00844",="0.00733",="-0.0122",="-0.00897",="-0.00253",="0.00777",="0.00504",="0.00547",="-0.0000671",="-0.00857",="0.00121",="0.00547",="-0.0202",="-0.00387",="-0.0000617",="-0.00414",="0.00827",="-0.0106",="-0.00475",="-0.00910",="0.00362",="0.0119",="0.00850",="-0.00593",="0.0113",="-0.00772",="0.00265",="-0.00935",="-0.00459",="0.00225",="-0.0118",="0.00893",="-0.00163",="0.00195",="-0.000307",="0.000238",="-0.00162",="0.00824",="-0.00647",="-0.0210",="0.0123",="0.0134",="-0.00568",="0.0158",="-0.00545",="-0.00356",="0.00673",="-0.00865",="-0.00126",="0.0248",="-0.00400",="-0.00378",="0.0119",="0.00407"
="",="0.883",="0.627",="0.875",="0.331",="0.847",="0.341",="0.623",="0.767",="0.300",="0.040",="0.161",="0.599",="0.345",="0.442",="0.832",="0.193",="0.398",="0.267",="0.264",="0.981",="0.578",="0.242",="0.942",="0.160",="0.021",="0.518",="0.497",="0.737",="0.562",="0.652",="0.224",="0.679",="0.004",="0.120",="0.897",="0.049",="0.863",="0.433",="0.578",="0.042",="0.458",="0.001",="0.842",="0.159",="0.081",="0.069",="0.278",="0.492",="0.151",="0.025",="0.768",="0.060",="0.574",="0.486",="0.995",="0.076",="0.912",="0.642",="0.002",="0.553",="0.993",="0.364",="0.562",="0.598",="0.176",="0.300",="0.673",="0.182",="0.060",="0.558",="0.318",="0.402",="0.744",="0.248",="0.543",="0.616",="0.024",="0.313",="0.782",="0.840",="0.971",="0.968",="0.709",="0.373",="0.153",="0.129",="0.031",="0.084",="0.582",="0.240",="0.268",="0.492",="0.530",="0.414",="0.842",="0.041",="0.318",="0.715",="0.182",="0.627"
="2.stu_sex",="0.181",="-0.328",="-0.0759",="-0.0992",="-0.557",="0.549",="0.420",="0.0700",="0.633",="0.127",="1.101",="0.716",="0.114",="-0.547",="0.268",="-0.0869",="0.269",="0.344",="0.163",="0.634",="0.577",="0.965",="-0.608",="0.955",="-0.0448",="0.135",="-0.0340",="-0.131",="-0.769",="0.327",="-0.488",="0.370",="0.308",="0.0242",="0.111",="-0.423",="-0.000544",="0.0751",="0.558",="0.117",="0.276",="0.103",="0.590",="-0.0979",="0.746",="0.493",="0.380",="-0.0140",="-0.0930",="-0.209",="-0.0982",="0.839",="-0.0682",="0.617",="-0.0217",="-0.611",="-0.154",="0.451",="-0.766",="0.537",="0.0547",="0.0387",="0.172",="0.0818",="0.151",="0.162",="0.308",="0.985",="0.0824",="0.658",="-0.274",="0.777",="0.323",="-0.251",="-0.170",="0.391",="0.715",="0.193",="1.058",="-0.0129",="-0.243",="-0.228",="0.255",="0.539",="-0.0546",="-0.268",="0.294",="-0.214",="-0.415",="0.0478",="0.563",="0.760",="0.372",="0.712",="0.590",="0.590",="-0.388",="1.085",="0.985",="0.412"
="",="0.678",="0.516",="0.869",="0.792",="0.232",="0.129",="0.309",="0.895",="0.152",="0.825",="0.006",="0.073",="0.805",="0.373",="0.517",="0.853",="0.603",="0.539",="0.813",="0.205",="0.192",="0.057",="0.181",="0.052",="0.925",="0.794",="0.944",="0.810",="0.154",="0.523",="0.258",="0.394",="0.559",="0.959",="0.797",="0.405",="0.999",="0.872",="0.278",="0.776",="0.556",="0.780",="0.329",="0.815",="0.076",="0.269",="0.337",="0.971",="0.868",="0.615",="0.845",="0.074",="0.890",="0.152",="0.960",="0.241",="0.781",="0.307",="0.169",="0.233",="0.898",="0.942",="0.594",="0.886",="0.730",="0.740",="0.529",="0.049",="0.866",="0.125",="0.609",="0.093",="0.514",="0.598",="0.705",="0.461",="0.097",="0.621",="0.021",="0.976",="0.502",="0.593",="0.660",="0.258",="0.906",="0.523",="0.551",="0.603",="0.444",="0.917",="0.112",="0.150",="0.421",="0.065",="0.329",="0.271",="0.379",="0.033",="0.049",="0.390"
="school_rankw",="-0.00485",="-0.00412",="-0.00422",="-0.00617",="-0.00265",="-0.00302",="-0.00449",="-0.00323",="-0.00438",="-0.00208",="-0.00398",="-0.00627",="-0.00434",="-0.00159",="-0.000557",="-0.00198",="-0.00366",="-0.00215",="-0.00562",="-0.00300",="-0.00320",="-0.00341",="-0.00509",="-0.00408",="-0.00288",="-0.00128",="-0.00330",="-0.00281",="-0.00333",="-0.00237",="-0.00244",="-0.00298",="-0.00339",="-0.00365",="-0.00446",="-0.00327",="-0.00276",="-0.00370",="-0.00319",="-0.00414",="-0.00280",="-0.00484",="-0.00422",="-0.00446",="-0.00223",="-0.00317",="-0.00261",="-0.00298",="-0.00211",="-0.00153",="-0.00212",="-0.00259",="-0.00376",="-0.00211",="-0.00501",="-0.00363",="-0.00106",="-0.00623",="-0.000777",="-0.000576",="-0.00371",="-0.00344",="-0.00274",="-0.00237",="-0.00392",="-0.00427",="-0.00414",="-0.00369",="-0.00310",="-0.00460",="-0.00339",="-0.00364",="-0.00318",="-0.00561",="-0.00408",="-0.00322",="-0.00346",="-0.00349",="-0.00343",="-0.00424",="-0.00215",="-0.00204",="-0.00339",="-0.00346",="-0.00437",="-0.00342",="-0.00350",="-0.00232",="-0.00298",="-0.00213",="-0.00314",="-0.00253",="-0.00461",="-0.00350",="-0.00422",="-0.00430",="-0.00630",="-0.00283",="-0.00369",="-0.00461"
="",="0.001",="0.000",="0.000",="0.000",="0.067",="0.002",="0.000",="0.046",="0.001",="0.078",="0.000",="0.000",="0.000",="0.205",="0.602",="0.092",="0.013",="0.169",="0.000",="0.020",="0.005",="0.005",="0.000",="0.001",="0.006",="0.254",="0.005",="0.012",="0.003",="0.172",="0.046",="0.007",="0.015",="0.003",="0.000",="0.029",="0.011",="0.002",="0.006",="0.000",="0.002",="0.000",="0.008",="0.002",="0.053",="0.016",="0.029",="0.039",="0.047",="0.255",="0.029",="0.026",="0.003",="0.052",="0.001",="0.005",="0.314",="0.000",="0.461",="0.709",="0.054",="0.003",="0.007",="0.043",="0.001",="0.003",="0.000",="0.000",="0.020",="0.000",="0.015",="0.011",="0.035",="0.000",="0.012",="0.003",="0.006",="0.002",="0.011",="0.003",="0.008",="0.160",="0.018",="0.008",="0.000",="0.014",="0.000",="0.060",="0.021",="0.019",="0.004",="0.004",="0.016",="0.003",="0.008",="0.000",="0.000",="0.074",="0.000",="0.001"
