="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)",="(56)",="(57)",="(58)",="(59)",="(60)",="(61)",="(62)",="(63)",="(64)",="(65)",="(66)",="(67)",="(68)",="(69)",="(70)",="(71)",="(72)",="(73)",="(74)",="(75)",="(76)",="(77)",="(78)",="(79)",="(80)",="(81)",="(82)",="(83)",="(84)",="(85)",="(86)",="(87)",="(88)",="(89)",="(90)",="(91)",="(92)",="(93)",="(94)",="(95)",="(96)",="(97)",="(98)",="(99)",="(100)"
="",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd",="plc_scorewstd"
="adv_evwwin99std",="2.629",="0.819",="1.301",="-0.478",="-0.611",="-0.961",="-0.792",="1.355",="-2.077",="-1.527",="0.131",="0.258",="7.688",="0.154",="2.171",="-1.957",="-8.796",="0.559",="-1.537",="2.204",="-0.0827",="0.852",="-0.348",="-1.879",="0.108",="-0.462",="3.583",="0.882",="0.382",="-0.714",="-0.578",="-0.901",="-0.289",="-1.182",="-1.394",="-0.108",="-0.270",="0.340",="-1.821",="1.130",="-1.903",="-5.305",="1.433",="-0.827",="-0.457",="0.218",="-0.718",="0.917",="-2.218",="-1.151",="0.224",="1.237",="-1.068",="0.985",="-0.570",="-0.578",="-3.222",="-1.594",="-2.895",="0.538",="0.392",="-1.126",="-1.250",="-1.241",="0.238",="-1.000",="1.371",="0.558",="-0.211",="-0.977",="0.516",="-1.581",="-0.673",="0.203",="1.858",="2.350",="-0.327",="-0.420",="0.185",="0.431",="-1.435",="0.563",="0.154",="2.463",="0.552",="9.726",="-0.254",="-0.142",="-0.324",="0.203",="-3.149",="1.014",="-1.297",="1.109",="0.606",="1.003",="-0.140",="-1.250",="2.187",="-0.847"
="",="0.006",="0.238",="0.497",="0.539",="0.080",="0.448",="0.047",="0.044",="0.056",="0.135",="0.782",="0.795",="0.018",="0.698",="0.031",="0.034",="0.323",="0.351",="0.252",="0.557",="0.879",="0.631",="0.687",="0.019",="0.912",="0.446",="0.268",="0.291",="0.726",="0.636",="0.098",="0.082",="0.611",="0.111",="0.333",="0.884",="0.661",="0.896",="0.018",="0.307",="0.634",="0.220",="0.155",="0.669",="0.458",="0.660",="0.476",="0.335",="0.502",="0.254",="0.772",="0.360",="0.250",="0.156",="0.341",="0.377",="0.257",="0.351",="0.017",="0.564",="0.701",="0.269",="0.542",="0.002",="0.486",="0.224",="0.067",="0.087",="0.596",="0.339",="0.638",="0.119",="0.465",="0.603",="0.033",="0.296",="0.521",="0.400",="0.571",="0.771",="0.214",="0.211",="0.698",="0.202",="0.098",="0.063",="0.506",="0.747",="0.346",="0.603",="0.114",="0.235",="0.371",="0.333",="0.091",="0.349",="0.849",="0.542",="0.106",="0.376"
="adv_euclid",="-0.00605",="0.00315",="-0.0186",="-0.00613",="0.00641",="0.00130",="-0.000996",="-0.00586",="-0.0110",="-0.00229",="0.0119",="-0.0119",="0.00465",="0.0142",="-0.000420",="0.00898",="-0.0863",="-0.00837",="-0.00401",="-0.00542",="0.0144",="0.00512",="0.00245",="0.0126",="0.00567",="0.0150",="-0.00967",="-0.000485",="0.00245",="0.00654",="0.000504",="-0.00622",="-0.0156",="0.0156",="0.0113",="-0.00255",="0.00308",="0.0106",="-0.00410",="-0.0114",="-0.00808",="0.00849",="0.0138",="0.00344",="-0.00279",="-0.0108",="0.0102",="-0.00501",="0.000659",="0.00164",="-0.00926",="-0.000380",="-0.0117",="0.00275",="0.0313",="0.00453",="-0.00570",="0.00643",="0.0193",="0.00157",="-0.00863",="0.00886",="-0.00186",="-0.0223",="0.0118",="0.00377",="-0.00910",="-0.000558",="-0.00289",="0.00684",="0.0243",="0.00225",="-0.00366",="0.00526",="0.00678",="0.00770",="-0.00338",="0.00595",="-0.00399",="-0.00194",="-0.00824",="-0.0202",="0.0142",="0.0123",="-0.00447",="-0.0147",="0.0125",="-0.0118",="-0.000901",="0.00526",="-0.0103",="-0.0105",="-0.0114",="0.00525",="0.000375",="0.00599",="0.0105",="-0.00186",="-0.00459",="0.0186"
="",="0.282",="0.603",="0.085",="0.353",="0.419",="0.832",="0.805",="0.422",="0.178",="0.695",="0.429",="0.017",="0.070",="0.047",="0.960",="0.066",="0.345",="0.095",="0.421",="0.661",="0.015",="0.583",="0.587",="0.049",="0.444",="0.096",="0.050",="0.962",="0.778",="0.642",="0.958",="0.591",="0.084",="0.037",="0.152",="0.450",="0.277",="0.495",="0.678",="0.403",="0.355",="0.070",="0.204",="0.797",="0.599",="0.003",="0.271",="0.608",="0.955",="0.926",="0.078",="0.912",="0.114",="0.472",="0.006",="0.169",="0.485",="0.538",="0.040",="0.885",="0.102",="0.434",="0.747",="0.001",="0.265",="0.571",="0.300",="0.930",="0.760",="0.616",="0.002",="0.616",="0.627",="0.398",="0.556",="0.471",="0.661",="0.550",="0.468",="0.691",="0.339",="0.002",="0.047",="0.049",="0.393",="0.657",="0.198",="0.024",="0.902",="0.398",="0.055",="0.118",="0.237",="0.276",="0.971",="0.493",="0.038",="0.747",="0.543",="0.173"
="2.stu_sex",="-0.546",="-0.407",="0.425",="-0.156",="-0.417",="1.108",="-0.605",="-0.151",="-0.213",="-0.0636",="0.514",="0.901",="0.0108",="0.112",="0.583",="0.0308",="-0.118",="0.0595",="-0.0827",="-0.558",="0.530",="-0.536",="-0.292",="0.129",="1.055",="0.600",="0.147",="-0.478",="-0.798",="-0.366",="-0.0536",="0.244",="0.718",="-0.323",="-0.895",="0.511",="0.374",="0.398",="-0.145",="1.168",="-0.131",="0.231",="0.279",="0.802",="0.716",="0.287",="-0.398",="0.0553",="0.782",="0.146",="0.360",="-0.0845",="-0.715",="0.0860",="0.252",="-0.460",="0.213",="0.274",="0.127",="0.286",="0.143",="0.325",="0.514",="0.364",="0.188",="0.0578",="0.162",="0.689",="-0.487",="-0.0595",="0.167",="0.391",="-0.455",="0.269",="0.729",="0.203",="0.541",="0.579",="0.646",="-0.197",="-0.0526",="-0.766",="0.112",="0.461",="0.149",="1.052",="0.105",="0.715",="0.0458",="0.269",="0.302",="0.218",="0.388",="-0.0768",="0.451",="-0.328",="-0.399",="0.514",="-0.170",="0.114"
="",="0.319",="0.447",="0.412",="0.698",="0.481",="0.015",="0.148",="0.731",="0.657",="0.897",="0.339",="0.080",="0.979",="0.819",="0.166",="0.948",="0.842",="0.911",="0.859",="0.216",="0.242",="0.356",="0.559",="0.800",="0.022",="0.197",="0.774",="0.391",="0.163",="0.474",="0.904",="0.634",="0.056",="0.582",="0.065",="0.377",="0.368",="0.350",="0.766",="0.012",="0.759",="0.618",="0.552",="0.100",="0.073",="0.539",="0.496",="0.903",="0.238",="0.806",="0.429",="0.866",="0.247",="0.825",="0.642",="0.150",="0.648",="0.602",="0.825",="0.508",="0.758",="0.510",="0.342",="0.445",="0.686",="0.881",="0.740",="0.136",="0.277",="0.906",="0.749",="0.461",="0.272",="0.603",="0.076",="0.596",="0.241",="0.261",="0.281",="0.703",="0.889",="0.169",="0.819",="0.410",="0.705",="0.058",="0.835",="0.097",="0.927",="0.603",="0.557",="0.597",="0.405",="0.836",="0.339",="0.543",="0.364",="0.342",="0.705",="0.779"
="school_rankw",="-0.00294",="-0.00847",="-0.00422",="-0.00151",="-0.00200",="-0.00503",="-0.00370",="-0.00298",="-0.00481",="-0.00410",="-0.00467",="-0.00607",="-0.00143",="-0.00231",="-0.00400",="-0.00466",="-0.00374",="-0.00483",="-0.00332",="-0.00367",="-0.000935",="-0.00593",="-0.00411",="-0.00396",="-0.00599",="-0.00187",="-0.00352",="-0.00393",="-0.00330",="-0.00240",="-0.00302",="-0.00379",="-0.00391",="-0.00390",="-0.00403",="-0.00347",="-0.00281",="-0.00226",="-0.00476",="-0.00336",="-0.00445",="-0.00160",="-0.00152",="-0.00415",="-0.00627",="-0.00264",="-0.00395",="-0.00440",="-0.00421",="-0.00375",="-0.00273",="-0.00483",="-0.00182",="-0.00314",="-0.00394",="-0.00388",="-0.00436",="-0.00271",="-0.00208",="-0.00345",="-0.00255",="-0.00237",="-0.00191",="-0.00501",="-0.00261",="-0.00230",="-0.00427",="-0.00520",="-0.00481",="-0.00261",="-0.00412",="-0.00322",="-0.00317",="-0.00366",="-0.00132",="-0.00413",="-0.00358",="-0.00249",="-0.00253",="-0.00187",="-0.00424",="-0.000777",="-0.00231",="-0.00353",="-0.00394",="-0.00000540",="-0.00279",="-0.00346",="-0.00248",="-0.00366",="-0.00346",="-0.00426",="-0.00425",="-0.00317",="-0.00457",="-0.00180",="-0.00435",="-0.00191",="-0.00408",="-0.00414"
="",="0.036",="0.000",="0.001",="0.251",="0.076",="0.000",="0.000",="0.008",="0.000",="0.000",="0.003",="0.000",="0.201",="0.022",="0.003",="0.000",="0.001",="0.002",="0.006",="0.018",="0.535",="0.000",="0.001",="0.004",="0.000",="0.155",="0.002",="0.007",="0.014",="0.095",="0.085",="0.004",="0.013",="0.000",="0.000",="0.030",="0.073",="0.065",="0.001",="0.002",="0.007",="0.237",="0.074",="0.001",="0.000",="0.060",="0.000",="0.010",="0.005",="0.023",="0.025",="0.002",="0.113",="0.001",="0.004",="0.000",="0.005",="0.092",="0.078",="0.007",="0.057",="0.038",="0.152",="0.002",="0.016",="0.039",="0.003",="0.000",="0.001",="0.024",="0.001",="0.003",="0.008",="0.013",="0.239",="0.000",="0.009",="0.026",="0.045",="0.034",="0.001",="0.461",="0.022",="0.013",="0.000",="0.996",="0.051",="0.006",="0.037",="0.013",="0.006",="0.003",="0.000",="0.006",="0.000",="0.075",="0.000",="0.152",="0.012",="0.000"
